"age_group";"vac_exposure_date";"vac_concept_id";"n"
"18-49";2021-07-14;"Pfizer-mRNA-BNT162b";249
"18-49";2021-07-14;"Moderna-mRNA-1273";63
"18-49";2021-07-14;"Jansen-Ad26";38
"18-49";2021-07-15;"Pfizer-mRNA-BNT162b";139
"18-49";2021-07-15;"Moderna-mRNA-1273";137
"18-49";2021-07-15;"Jansen-Ad26";21
"18-49";2021-07-16;"Pfizer-mRNA-BNT162b";245
"18-49";2021-07-16;"Moderna-mRNA-1273";91
"18-49";2021-07-16;"Jansen-Ad26";21
"18-49";2021-07-17;"Pfizer-mRNA-BNT162b";86
"18-49";2021-07-17;"Moderna-mRNA-1273";19
"18-49";2021-07-17;"Jansen-Ad26";8
"18-49";2021-07-18;"Pfizer-mRNA-BNT162b";99
"18-49";2021-07-18;"Moderna-mRNA-1273";11
"18-49";2021-07-18;"Jansen-Ad26";6
"18-49";2021-07-19;"Pfizer-mRNA-BNT162b";226
"18-49";2021-07-19;"Moderna-mRNA-1273";28
"18-49";2021-07-19;"AZ-ChAdOx1";2
"18-49";2021-07-19;"Jansen-Ad26";6
"18-49";2021-07-20;"Pfizer-mRNA-BNT162b";163
"18-49";2021-07-20;"Moderna-mRNA-1273";22
"18-49";2021-07-20;"Jansen-Ad26";18
"18-49";2021-07-21;"Pfizer-mRNA-BNT162b";198
"18-49";2021-07-21;"Moderna-mRNA-1273";30
"18-49";2021-07-21;"Jansen-Ad26";16
"18-49";2021-07-22;"Pfizer-mRNA-BNT162b";149
"18-49";2021-07-22;"Moderna-mRNA-1273";58
"18-49";2021-07-22;"AZ-ChAdOx1";1
"18-49";2021-07-22;"Jansen-Ad26";14
"18-49";2021-07-23;"Pfizer-mRNA-BNT162b";234
"18-49";2021-07-23;"Moderna-mRNA-1273";29
"18-49";2021-07-23;"Jansen-Ad26";25
"18-49";2021-07-24;"Pfizer-mRNA-BNT162b";46
"18-49";2021-07-24;"Moderna-mRNA-1273";29
"18-49";2021-07-24;"Jansen-Ad26";3
"18-49";2021-07-25;"Pfizer-mRNA-BNT162b";72
"18-49";2021-07-25;"Moderna-mRNA-1273";4
"18-49";2021-07-25;"Jansen-Ad26";5
"18-49";2021-07-26;"Pfizer-mRNA-BNT162b";99
"18-49";2021-07-26;"Moderna-mRNA-1273";31
"18-49";2021-07-26;"AZ-ChAdOx1";1
"18-49";2021-07-26;"Jansen-Ad26";4
"18-49";2021-07-27;"Pfizer-mRNA-BNT162b";151
"18-49";2021-07-27;"Moderna-mRNA-1273";21
"18-49";2021-07-27;"Jansen-Ad26";4
"18-49";2021-07-28;"Pfizer-mRNA-BNT162b";132
"18-49";2021-07-28;"Moderna-mRNA-1273";31
"18-49";2021-07-28;"Jansen-Ad26";7
"18-49";2021-07-29;"Pfizer-mRNA-BNT162b";116
"18-49";2021-07-29;"Moderna-mRNA-1273";83
"18-49";2021-07-29;"AZ-ChAdOx1";1
"18-49";2021-07-29;"Jansen-Ad26";8
"18-49";2021-07-30;"Pfizer-mRNA-BNT162b";113
"18-49";2021-07-30;"Moderna-mRNA-1273";59
"18-49";2021-07-30;"AZ-ChAdOx1";1
"18-49";2021-07-30;"Jansen-Ad26";4
"18-49";2021-07-31;"Pfizer-mRNA-BNT162b";54
"18-49";2021-07-31;"Moderna-mRNA-1273";10
"18-49";2021-08-01;"Pfizer-mRNA-BNT162b";19
"18-49";2021-08-01;"Moderna-mRNA-1273";25
"18-49";2021-08-02;"Pfizer-mRNA-BNT162b";73
"18-49";2021-08-02;"Moderna-mRNA-1273";35
"18-49";2021-08-02;"Jansen-Ad26";6
"18-49";2021-08-03;"Pfizer-mRNA-BNT162b";135
"18-49";2021-08-03;"Moderna-mRNA-1273";10
"18-49";2021-08-03;"AZ-ChAdOx1";1
"18-49";2021-08-03;"Jansen-Ad26";3
"18-49";2021-08-04;"Pfizer-mRNA-BNT162b";101
"18-49";2021-08-04;"Moderna-mRNA-1273";32
"18-49";2021-08-04;"Jansen-Ad26";4
"18-49";2021-08-05;"Pfizer-mRNA-BNT162b";88
"18-49";2021-08-05;"Moderna-mRNA-1273";57
"18-49";2021-08-05;"AZ-ChAdOx1";1
"18-49";2021-08-05;"Jansen-Ad26";1
"18-49";2021-08-06;"Pfizer-mRNA-BNT162b";83
"18-49";2021-08-06;"Moderna-mRNA-1273";38
"18-49";2021-08-06;"AZ-ChAdOx1";2
"18-49";2021-08-06;"Jansen-Ad26";3
"18-49";2021-08-07;"Pfizer-mRNA-BNT162b";22
"18-49";2021-08-07;"Moderna-mRNA-1273";5
"18-49";2021-08-08;"Pfizer-mRNA-BNT162b";14
"18-49";2021-08-08;"Moderna-mRNA-1273";11
"18-49";2021-08-09;"Pfizer-mRNA-BNT162b";50
"18-49";2021-08-09;"Moderna-mRNA-1273";23
"18-49";2021-08-09;"Jansen-Ad26";1
"18-49";2021-08-10;"Pfizer-mRNA-BNT162b";69
"18-49";2021-08-10;"Moderna-mRNA-1273";5
"18-49";2021-08-10;"Jansen-Ad26";1
"18-49";2021-08-11;"Pfizer-mRNA-BNT162b";62
"18-49";2021-08-11;"Moderna-mRNA-1273";27
"18-49";2021-08-11;"Jansen-Ad26";3
"18-49";2021-08-12;"Pfizer-mRNA-BNT162b";62
"18-49";2021-08-12;"Moderna-mRNA-1273";82
"18-49";2021-08-12;"Jansen-Ad26";4
"18-49";2021-08-13;"Pfizer-mRNA-BNT162b";93
"18-49";2021-08-13;"Moderna-mRNA-1273";66
"18-49";2021-08-13;"Jansen-Ad26";1
"18-49";2021-08-14;"Pfizer-mRNA-BNT162b";29
"18-49";2021-08-14;"Moderna-mRNA-1273";14
"18-49";2021-08-15;"Pfizer-mRNA-BNT162b";9
"18-49";2021-08-15;"Moderna-mRNA-1273";5
"18-49";2021-08-16;"Pfizer-mRNA-BNT162b";67
"18-49";2021-08-16;"Moderna-mRNA-1273";21
"18-49";2021-08-16;"Jansen-Ad26";2
"18-49";2021-08-17;"Pfizer-mRNA-BNT162b";102
"18-49";2021-08-17;"Moderna-mRNA-1273";11
"18-49";2021-08-17;"AZ-ChAdOx1";1
"18-49";2021-08-17;"Jansen-Ad26";2
"18-49";2021-08-18;"Pfizer-mRNA-BNT162b";79
"18-49";2021-08-18;"Moderna-mRNA-1273";6
"18-49";2021-08-18;"Jansen-Ad26";1
"18-49";2021-08-19;"Pfizer-mRNA-BNT162b";85
"18-49";2021-08-19;"Moderna-mRNA-1273";27
"18-49";2021-08-19;"AZ-ChAdOx1";1
"18-49";2021-08-19;"Jansen-Ad26";1
"18-49";2021-08-20;"Pfizer-mRNA-BNT162b";67
"18-49";2021-08-20;"Moderna-mRNA-1273";43
"18-49";2021-08-20;"Jansen-Ad26";1
"18-49";2021-08-21;"Pfizer-mRNA-BNT162b";12
"18-49";2021-08-21;"Moderna-mRNA-1273";46
"18-49";2021-08-22;"Pfizer-mRNA-BNT162b";8
"18-49";2021-08-22;"Moderna-mRNA-1273";3
"18-49";2021-08-23;"Pfizer-mRNA-BNT162b";64
"18-49";2021-08-23;"Moderna-mRNA-1273";26
"18-49";2021-08-24;"Pfizer-mRNA-BNT162b";102
"18-49";2021-08-24;"Moderna-mRNA-1273";18
"18-49";2021-08-24;"Jansen-Ad26";1
"18-49";2021-08-25;"Pfizer-mRNA-BNT162b";87
"18-49";2021-08-25;"Moderna-mRNA-1273";5
"18-49";2021-08-26;"Pfizer-mRNA-BNT162b";75
"18-49";2021-08-26;"Moderna-mRNA-1273";23
"18-49";2021-08-26;"Jansen-Ad26";1
"18-49";2021-08-27;"Pfizer-mRNA-BNT162b";53
"18-49";2021-08-27;"Moderna-mRNA-1273";53
"18-49";2021-08-27;"AZ-ChAdOx1";1
"18-49";2021-08-27;"Jansen-Ad26";2
"18-49";2021-08-28;"Pfizer-mRNA-BNT162b";23
"18-49";2021-08-28;"Moderna-mRNA-1273";7
"18-49";2021-08-29;"Pfizer-mRNA-BNT162b";8
"18-49";2021-08-29;"Moderna-mRNA-1273";5
"18-49";2021-08-30;"Pfizer-mRNA-BNT162b";42
"18-49";2021-08-30;"Moderna-mRNA-1273";15
"18-49";2021-08-30;"AZ-ChAdOx1";1
"18-49";2021-08-31;"Pfizer-mRNA-BNT162b";50
"18-49";2021-08-31;"Moderna-mRNA-1273";10
"18-49";2021-08-31;"AZ-ChAdOx1";1
"18-49";2021-08-31;"Jansen-Ad26";1
"18-49";2021-09-01;"Pfizer-mRNA-BNT162b";47
"18-49";2021-09-01;"Moderna-mRNA-1273";10
"18-49";2021-09-01;"Jansen-Ad26";1
"18-49";2021-09-02;"Pfizer-mRNA-BNT162b";53
"18-49";2021-09-02;"Moderna-mRNA-1273";4
"18-49";2021-09-02;"Jansen-Ad26";2
"18-49";2021-09-03;"Pfizer-mRNA-BNT162b";57
"18-49";2021-09-03;"Moderna-mRNA-1273";17
"18-49";2021-09-03;"Jansen-Ad26";2
"18-49";2021-09-04;"Pfizer-mRNA-BNT162b";15
"18-49";2021-09-04;"Moderna-mRNA-1273";6
"18-49";2021-09-05;"Pfizer-mRNA-BNT162b";5
"18-49";2021-09-05;"Moderna-mRNA-1273";5
"18-49";2021-09-06;"Pfizer-mRNA-BNT162b";48
"18-49";2021-09-06;"Moderna-mRNA-1273";7
"18-49";2021-09-07;"Pfizer-mRNA-BNT162b";35
"18-49";2021-09-07;"Moderna-mRNA-1273";6
"18-49";2021-09-07;"Jansen-Ad26";1
"18-49";2021-09-08;"Pfizer-mRNA-BNT162b";33
"18-49";2021-09-08;"Moderna-mRNA-1273";7
"18-49";2021-09-09;"Pfizer-mRNA-BNT162b";49
"18-49";2021-09-09;"Moderna-mRNA-1273";16
"18-49";2021-09-09;"Jansen-Ad26";1
"18-49";2021-09-10;"Pfizer-mRNA-BNT162b";40
"18-49";2021-09-10;"Moderna-mRNA-1273";13
"18-49";2021-09-10;"Jansen-Ad26";1
"18-49";2021-09-11;"Pfizer-mRNA-BNT162b";9
"18-49";2021-09-11;"Moderna-mRNA-1273";9
"18-49";2021-09-12;"Pfizer-mRNA-BNT162b";4
"18-49";2021-09-12;"Moderna-mRNA-1273";5
"18-49";2021-09-13;"Pfizer-mRNA-BNT162b";21
"18-49";2021-09-13;"Moderna-mRNA-1273";20
"18-49";2021-09-14;"Pfizer-mRNA-BNT162b";36
"18-49";2021-09-14;"Moderna-mRNA-1273";26
"18-49";2021-09-15;"Pfizer-mRNA-BNT162b";31
"18-49";2021-09-15;"Moderna-mRNA-1273";9
"18-49";2021-09-16;"Pfizer-mRNA-BNT162b";33
"18-49";2021-09-16;"Moderna-mRNA-1273";17
"18-49";2021-09-17;"Pfizer-mRNA-BNT162b";42
"18-49";2021-09-17;"Moderna-mRNA-1273";23
"18-49";2021-09-17;"Jansen-Ad26";1
"18-49";2021-09-18;"Pfizer-mRNA-BNT162b";11
"18-49";2021-09-18;"Moderna-mRNA-1273";5
"18-49";2021-09-19;"Pfizer-mRNA-BNT162b";4
"18-49";2021-09-19;"Moderna-mRNA-1273";1
"18-49";2021-09-20;"Pfizer-mRNA-BNT162b";31
"18-49";2021-09-20;"Moderna-mRNA-1273";12
"18-49";2021-09-21;"Pfizer-mRNA-BNT162b";24
"18-49";2021-09-21;"Moderna-mRNA-1273";16
"18-49";2021-09-21;"Jansen-Ad26";2
"18-49";2021-09-22;"Pfizer-mRNA-BNT162b";27
"18-49";2021-09-22;"Moderna-mRNA-1273";18
"18-49";2021-09-23;"Pfizer-mRNA-BNT162b";31
"18-49";2021-09-23;"Moderna-mRNA-1273";19
"18-49";2021-09-24;"Pfizer-mRNA-BNT162b";19
"18-49";2021-09-24;"Moderna-mRNA-1273";2
"18-49";2021-09-24;"Jansen-Ad26";1
"18-49";2021-09-25;"Pfizer-mRNA-BNT162b";8
"18-49";2021-09-25;"Moderna-mRNA-1273";3
"18-49";2021-09-26;"Moderna-mRNA-1273";1
"18-49";2021-09-27;"Pfizer-mRNA-BNT162b";41
"18-49";2021-09-27;"Moderna-mRNA-1273";6
"18-49";2021-09-28;"Pfizer-mRNA-BNT162b";30
"18-49";2021-09-28;"Moderna-mRNA-1273";15
"18-49";2021-09-29;"Pfizer-mRNA-BNT162b";32
"18-49";2021-09-29;"Moderna-mRNA-1273";36
"18-49";2021-09-29;"AZ-ChAdOx1";1
"18-49";2021-09-30;"Pfizer-mRNA-BNT162b";31
"18-49";2021-09-30;"Moderna-mRNA-1273";63
"18-49";2021-09-30;"Jansen-Ad26";3
"18-49";2021-10-01;"Pfizer-mRNA-BNT162b";15
"18-49";2021-10-01;"Moderna-mRNA-1273";38
"18-49";2021-10-01;"Jansen-Ad26";2
"18-49";2021-10-02;"Pfizer-mRNA-BNT162b";2
"18-49";2021-10-02;"Moderna-mRNA-1273";1
"18-49";2021-10-03;"Moderna-mRNA-1273";1
"18-49";2021-10-04;"Pfizer-mRNA-BNT162b";15
"18-49";2021-10-04;"Moderna-mRNA-1273";34
"18-49";2021-10-05;"Pfizer-mRNA-BNT162b";20
"18-49";2021-10-05;"Moderna-mRNA-1273";58
"18-49";2021-10-06;"Pfizer-mRNA-BNT162b";20
"18-49";2021-10-06;"Moderna-mRNA-1273";45
"18-49";2021-10-07;"Pfizer-mRNA-BNT162b";27
"18-49";2021-10-07;"Moderna-mRNA-1273";53
"18-49";2021-10-07;"Jansen-Ad26";1
"18-49";2021-10-08;"Pfizer-mRNA-BNT162b";22
"18-49";2021-10-08;"Moderna-mRNA-1273";19
"18-49";2021-10-08;"Jansen-Ad26";1
"18-49";2021-10-09;"Pfizer-mRNA-BNT162b";3
"18-49";2021-10-09;"Moderna-mRNA-1273";2
"18-49";2021-10-09;"Jansen-Ad26";1
"18-49";2021-10-11;"Pfizer-mRNA-BNT162b";7
"18-49";2021-10-11;"Moderna-mRNA-1273";7
"18-49";2021-10-11;"Jansen-Ad26";1
"18-49";2021-10-12;"Moderna-mRNA-1273";1
"18-49";2021-10-12;"AZ-ChAdOx1";1
"18-49";2021-10-13;"Pfizer-mRNA-BNT162b";28
"18-49";2021-10-13;"Moderna-mRNA-1273";32
"18-49";2021-10-13;"Jansen-Ad26";1
"18-49";2021-10-14;"Pfizer-mRNA-BNT162b";18
"18-49";2021-10-14;"Moderna-mRNA-1273";30
"18-49";2021-10-15;"Pfizer-mRNA-BNT162b";18
"18-49";2021-10-15;"Moderna-mRNA-1273";28
"18-49";2021-10-15;"Jansen-Ad26";1
"18-49";2021-10-16;"Pfizer-mRNA-BNT162b";1
"18-49";2021-10-17;"Pfizer-mRNA-BNT162b";2
"18-49";2021-10-17;"Jansen-Ad26";1
"18-49";2021-10-18;"Pfizer-mRNA-BNT162b";19
"18-49";2021-10-18;"Moderna-mRNA-1273";12
"18-49";2021-10-19;"Pfizer-mRNA-BNT162b";9
"18-49";2021-10-19;"Moderna-mRNA-1273";33
"18-49";2021-10-19;"AZ-ChAdOx1";1
"18-49";2021-10-20;"Pfizer-mRNA-BNT162b";27
"18-49";2021-10-20;"Moderna-mRNA-1273";35
"18-49";2021-10-21;"Pfizer-mRNA-BNT162b";16
"18-49";2021-10-21;"Moderna-mRNA-1273";52
"18-49";2021-10-21;"Jansen-Ad26";2
"18-49";2021-10-22;"Pfizer-mRNA-BNT162b";18
"18-49";2021-10-22;"Moderna-mRNA-1273";34
"18-49";2021-10-23;"Pfizer-mRNA-BNT162b";3
"18-49";2021-10-24;"Moderna-mRNA-1273";2
"18-49";2021-10-25;"Pfizer-mRNA-BNT162b";8
"18-49";2021-10-25;"Moderna-mRNA-1273";12
"18-49";2021-10-26;"Pfizer-mRNA-BNT162b";15
"18-49";2021-10-26;"Moderna-mRNA-1273";40
"18-49";2021-10-27;"Pfizer-mRNA-BNT162b";19
"18-49";2021-10-27;"Moderna-mRNA-1273";26
"18-49";2021-10-28;"Pfizer-mRNA-BNT162b";18
"18-49";2021-10-28;"Moderna-mRNA-1273";29
"18-49";2021-10-28;"Jansen-Ad26";1
"18-49";2021-10-29;"Pfizer-mRNA-BNT162b";17
"18-49";2021-10-29;"Moderna-mRNA-1273";17
"18-49";2021-10-30;"Pfizer-mRNA-BNT162b";1
"18-49";2021-10-30;"Moderna-mRNA-1273";2
"18-49";2021-10-31;"Pfizer-mRNA-BNT162b";3
"18-49";2021-11-02;"Pfizer-mRNA-BNT162b";3
"18-49";2021-11-02;"Moderna-mRNA-1273";11
"18-49";2021-11-03;"Pfizer-mRNA-BNT162b";8
"18-49";2021-11-03;"Moderna-mRNA-1273";21
"18-49";2021-11-04;"Pfizer-mRNA-BNT162b";14
"18-49";2021-11-04;"Moderna-mRNA-1273";31
"18-49";2021-11-05;"Pfizer-mRNA-BNT162b";9
"18-49";2021-11-05;"Moderna-mRNA-1273";11
"18-49";2021-11-06;"Pfizer-mRNA-BNT162b";3
"18-49";2021-11-06;"Moderna-mRNA-1273";1
"18-49";2021-11-07;"Pfizer-mRNA-BNT162b";1
"18-49";2021-11-08;"Pfizer-mRNA-BNT162b";4
"18-49";2021-11-08;"Moderna-mRNA-1273";10
"18-49";2021-11-09;"Pfizer-mRNA-BNT162b";3
"18-49";2021-11-09;"Moderna-mRNA-1273";6
"18-49";2021-11-10;"Pfizer-mRNA-BNT162b";9
"18-49";2021-11-10;"Moderna-mRNA-1273";7
"18-49";2021-11-11;"Pfizer-mRNA-BNT162b";8
"18-49";2021-11-11;"Moderna-mRNA-1273";22
"18-49";2021-11-12;"Pfizer-mRNA-BNT162b";6
"18-49";2021-11-12;"Moderna-mRNA-1273";5
"18-49";2021-11-13;"Pfizer-mRNA-BNT162b";1
"18-49";2021-11-13;"Moderna-mRNA-1273";1
"18-49";2021-11-14;"Pfizer-mRNA-BNT162b";3
"18-49";2021-11-14;"AZ-ChAdOx1";1
"18-49";2021-11-15;"Pfizer-mRNA-BNT162b";8
"18-49";2021-11-15;"Moderna-mRNA-1273";14
"18-49";2021-11-16;"Pfizer-mRNA-BNT162b";9
"18-49";2021-11-16;"Moderna-mRNA-1273";18
"18-49";2021-11-17;"Pfizer-mRNA-BNT162b";15
"18-49";2021-11-17;"Moderna-mRNA-1273";21
"18-49";2021-11-18;"Pfizer-mRNA-BNT162b";14
"18-49";2021-11-18;"Moderna-mRNA-1273";16
"18-49";2021-11-19;"Pfizer-mRNA-BNT162b";16
"18-49";2021-11-19;"Moderna-mRNA-1273";4
"18-49";2021-11-20;"Pfizer-mRNA-BNT162b";2
"18-49";2021-11-20;"Moderna-mRNA-1273";6
"18-49";2021-11-21;"Pfizer-mRNA-BNT162b";1
"18-49";2021-11-21;"Moderna-mRNA-1273";7
"18-49";2021-11-22;"Pfizer-mRNA-BNT162b";3
"18-49";2021-11-22;"Moderna-mRNA-1273";13
"18-49";2021-11-23;"Pfizer-mRNA-BNT162b";2
"18-49";2021-11-23;"Moderna-mRNA-1273";26
"18-49";2021-11-24;"Pfizer-mRNA-BNT162b";10
"18-49";2021-11-24;"Moderna-mRNA-1273";43
"18-49";2021-11-25;"Pfizer-mRNA-BNT162b";8
"18-49";2021-11-25;"Moderna-mRNA-1273";46
"18-49";2021-11-26;"Pfizer-mRNA-BNT162b";9
"18-49";2021-11-26;"Moderna-mRNA-1273";47
"18-49";2021-11-27;"Pfizer-mRNA-BNT162b";5
"18-49";2021-11-27;"Moderna-mRNA-1273";19
"18-49";2021-11-28;"Pfizer-mRNA-BNT162b";2
"18-49";2021-11-28;"Moderna-mRNA-1273";14
"18-49";2021-11-29;"Pfizer-mRNA-BNT162b";7
"18-49";2021-11-29;"Moderna-mRNA-1273";26
"18-49";2021-11-30;"Pfizer-mRNA-BNT162b";14
"18-49";2021-11-30;"Moderna-mRNA-1273";58
"18-49";2021-12-01;"Pfizer-mRNA-BNT162b";9
"18-49";2021-12-01;"Moderna-mRNA-1273";75
"18-49";2021-12-02;"Pfizer-mRNA-BNT162b";20
"18-49";2021-12-02;"Moderna-mRNA-1273";96
"18-49";2021-12-03;"Pfizer-mRNA-BNT162b";16
"18-49";2021-12-03;"Moderna-mRNA-1273";88
"18-49";2021-12-04;"Pfizer-mRNA-BNT162b";1
"18-49";2021-12-04;"Moderna-mRNA-1273";14
"18-49";2021-12-05;"Pfizer-mRNA-BNT162b";3
"18-49";2021-12-05;"Moderna-mRNA-1273";12
"18-49";2021-12-06;"Pfizer-mRNA-BNT162b";3
"18-49";2021-12-06;"Moderna-mRNA-1273";4
"18-49";2021-12-07;"Pfizer-mRNA-BNT162b";5
"18-49";2021-12-07;"Moderna-mRNA-1273";28
"18-49";2021-12-08;"Pfizer-mRNA-BNT162b";1
"18-49";2021-12-08;"Moderna-mRNA-1273";5
"18-49";2021-12-09;"Pfizer-mRNA-BNT162b";13
"18-49";2021-12-09;"Moderna-mRNA-1273";85
"18-49";2021-12-10;"Pfizer-mRNA-BNT162b";23
"18-49";2021-12-10;"Moderna-mRNA-1273";116
"18-49";2021-12-11;"Pfizer-mRNA-BNT162b";4
"18-49";2021-12-11;"Moderna-mRNA-1273";16
"18-49";2021-12-12;"Pfizer-mRNA-BNT162b";1
"18-49";2021-12-12;"Moderna-mRNA-1273";13
"18-49";2021-12-13;"Pfizer-mRNA-BNT162b";6
"18-49";2021-12-13;"Moderna-mRNA-1273";94
"18-49";2021-12-14;"Pfizer-mRNA-BNT162b";10
"18-49";2021-12-14;"Moderna-mRNA-1273";88
"18-49";2021-12-14;"AZ-ChAdOx1";1
"18-49";2021-12-15;"Pfizer-mRNA-BNT162b";9
"18-49";2021-12-15;"Moderna-mRNA-1273";88
"18-49";2021-12-16;"Pfizer-mRNA-BNT162b";11
"18-49";2021-12-16;"Moderna-mRNA-1273";120
"18-49";2021-12-17;"Pfizer-mRNA-BNT162b";5
"18-49";2021-12-17;"Moderna-mRNA-1273";151
"18-49";2021-12-18;"Pfizer-mRNA-BNT162b";1
"18-49";2021-12-18;"Moderna-mRNA-1273";39
"18-49";2021-12-19;"Moderna-mRNA-1273";33
"18-49";2021-12-20;"Pfizer-mRNA-BNT162b";6
"18-49";2021-12-20;"Moderna-mRNA-1273";131
"18-49";2021-12-21;"Pfizer-mRNA-BNT162b";12
"18-49";2021-12-21;"Moderna-mRNA-1273";172
"18-49";2021-12-22;"Pfizer-mRNA-BNT162b";11
"18-49";2021-12-22;"Moderna-mRNA-1273";147
"18-49";2021-12-23;"Pfizer-mRNA-BNT162b";12
"18-49";2021-12-23;"Moderna-mRNA-1273";147
"18-49";2021-12-24;"Pfizer-mRNA-BNT162b";5
"18-49";2021-12-24;"Moderna-mRNA-1273";42
"18-49";2021-12-26;"Moderna-mRNA-1273";2
"18-49";2021-12-27;"Pfizer-mRNA-BNT162b";8
"18-49";2021-12-27;"Moderna-mRNA-1273";136
"18-49";2021-12-28;"Pfizer-mRNA-BNT162b";14
"18-49";2021-12-28;"Moderna-mRNA-1273";123
"18-49";2021-12-29;"Pfizer-mRNA-BNT162b";5
"18-49";2021-12-29;"Moderna-mRNA-1273";117
"18-49";2021-12-30;"Pfizer-mRNA-BNT162b";3
"18-49";2021-12-30;"Moderna-mRNA-1273";160
"18-49";2021-12-31;"Pfizer-mRNA-BNT162b";6
"18-49";2021-12-31;"Moderna-mRNA-1273";60
"18-49";2022-01-01;"Moderna-mRNA-1273";2
"18-49";2022-01-02;"Pfizer-mRNA-BNT162b";1
"18-49";2022-01-02;"Moderna-mRNA-1273";114
"18-49";2022-01-03;"Pfizer-mRNA-BNT162b";6
"18-49";2022-01-03;"Moderna-mRNA-1273";161
"18-49";2022-01-04;"Pfizer-mRNA-BNT162b";3
"18-49";2022-01-04;"Moderna-mRNA-1273";205
"18-49";2022-01-05;"Pfizer-mRNA-BNT162b";1
"18-49";2022-01-05;"Moderna-mRNA-1273";120
"18-49";2022-01-07;"Pfizer-mRNA-BNT162b";5
"18-49";2022-01-07;"Moderna-mRNA-1273";200
"18-49";2022-01-08;"Moderna-mRNA-1273";167
"18-49";2022-01-09;"Moderna-mRNA-1273";132
"18-49";2022-01-10;"Pfizer-mRNA-BNT162b";5
"18-49";2022-01-10;"Moderna-mRNA-1273";172
"18-49";2022-01-11;"Pfizer-mRNA-BNT162b";2
"18-49";2022-01-11;"Moderna-mRNA-1273";194
"18-49";2022-01-12;"Pfizer-mRNA-BNT162b";5
"18-49";2022-01-12;"Moderna-mRNA-1273";257
"18-49";2022-01-13;"Pfizer-mRNA-BNT162b";5
"18-49";2022-01-13;"Moderna-mRNA-1273";243
"18-49";2022-01-14;"Pfizer-mRNA-BNT162b";1
"18-49";2022-01-14;"Moderna-mRNA-1273";270
"18-49";2022-01-15;"Pfizer-mRNA-BNT162b";1
"18-49";2022-01-15;"Moderna-mRNA-1273";178
"18-49";2022-01-16;"Pfizer-mRNA-BNT162b";1
"18-49";2022-01-16;"Moderna-mRNA-1273";159
"18-49";2022-01-17;"Pfizer-mRNA-BNT162b";2
"18-49";2022-01-17;"Moderna-mRNA-1273";253
"18-49";2022-01-18;"Pfizer-mRNA-BNT162b";20
"18-49";2022-01-18;"Moderna-mRNA-1273";236
"18-49";2022-01-19;"Pfizer-mRNA-BNT162b";7
"18-49";2022-01-19;"Moderna-mRNA-1273";214
"18-49";2022-01-20;"Pfizer-mRNA-BNT162b";4
"18-49";2022-01-20;"Moderna-mRNA-1273";191
"18-49";2022-01-21;"Pfizer-mRNA-BNT162b";31
"18-49";2022-01-21;"Moderna-mRNA-1273";184
"18-49";2022-01-22;"Pfizer-mRNA-BNT162b";2
"18-49";2022-01-22;"Moderna-mRNA-1273";107
"18-49";2022-01-23;"Pfizer-mRNA-BNT162b";10
"18-49";2022-01-23;"Moderna-mRNA-1273";29
"18-49";2022-01-24;"Pfizer-mRNA-BNT162b";7
"18-49";2022-01-24;"Moderna-mRNA-1273";106
"18-49";2022-01-25;"Pfizer-mRNA-BNT162b";5
"18-49";2022-01-25;"Moderna-mRNA-1273";109
"18-49";2022-01-26;"Pfizer-mRNA-BNT162b";5
"18-49";2022-01-26;"Moderna-mRNA-1273";108
"18-49";2022-01-27;"Pfizer-mRNA-BNT162b";7
"18-49";2022-01-27;"Moderna-mRNA-1273";97
"18-49";2022-01-28;"Pfizer-mRNA-BNT162b";13
"18-49";2022-01-28;"Moderna-mRNA-1273";126
"18-49";2022-01-29;"Pfizer-mRNA-BNT162b";4
"18-49";2022-01-29;"Moderna-mRNA-1273";45
"18-49";2022-01-30;"Pfizer-mRNA-BNT162b";4
"18-49";2022-01-30;"Moderna-mRNA-1273";26
"18-49";2022-01-31;"Pfizer-mRNA-BNT162b";7
"18-49";2022-01-31;"Moderna-mRNA-1273";52
"18-49";2022-02-01;"Pfizer-mRNA-BNT162b";6
"18-49";2022-02-01;"Moderna-mRNA-1273";37
"18-49";2022-02-02;"Pfizer-mRNA-BNT162b";9
"18-49";2022-02-02;"Moderna-mRNA-1273";45
"18-49";2022-02-03;"Pfizer-mRNA-BNT162b";11
"18-49";2022-02-03;"Moderna-mRNA-1273";37
"18-49";2022-02-04;"Pfizer-mRNA-BNT162b";16
"18-49";2022-02-04;"Moderna-mRNA-1273";59
"18-49";2022-02-05;"Pfizer-mRNA-BNT162b";2
"18-49";2022-02-05;"Moderna-mRNA-1273";9
"18-49";2022-02-06;"Moderna-mRNA-1273";5
"18-49";2022-02-07;"Pfizer-mRNA-BNT162b";4
"18-49";2022-02-07;"Moderna-mRNA-1273";31
"18-49";2022-02-08;"Pfizer-mRNA-BNT162b";1
"18-49";2022-02-08;"Moderna-mRNA-1273";44
"18-49";2022-02-09;"Pfizer-mRNA-BNT162b";2
"18-49";2022-02-09;"Moderna-mRNA-1273";45
"18-49";2022-02-10;"Pfizer-mRNA-BNT162b";3
"18-49";2022-02-10;"Moderna-mRNA-1273";42
"18-49";2022-02-11;"Pfizer-mRNA-BNT162b";3
"18-49";2022-02-11;"Moderna-mRNA-1273";79
"18-49";2022-02-12;"Pfizer-mRNA-BNT162b";1
