"age_group";"vac_exposure_date";"vac_concept_id";"n"
"60-69";2021-03-26;"Moderna-mRNA-1273";148
"60-69";2021-03-26;"AZ-ChAdOx1";506
"60-69";2021-03-27;"Pfizer-mRNA-BNT162b";1
"60-69";2021-03-27;"Moderna-mRNA-1273";1
"60-69";2021-03-27;"AZ-ChAdOx1";422
"60-69";2021-03-28;"AZ-ChAdOx1";105
"60-69";2021-03-29;"Pfizer-mRNA-BNT162b";2
"60-69";2021-03-29;"Moderna-mRNA-1273";130
"60-69";2021-03-29;"AZ-ChAdOx1";582
"60-69";2021-03-30;"Pfizer-mRNA-BNT162b";35
"60-69";2021-03-30;"Moderna-mRNA-1273";165
"60-69";2021-03-30;"AZ-ChAdOx1";544
"60-69";2021-03-31;"Pfizer-mRNA-BNT162b";53
"60-69";2021-03-31;"Moderna-mRNA-1273";176
"60-69";2021-03-31;"AZ-ChAdOx1";462
"60-69";2021-04-01;"Pfizer-mRNA-BNT162b";54
"60-69";2021-04-01;"Moderna-mRNA-1273";76
"60-69";2021-04-01;"AZ-ChAdOx1";478
"60-69";2021-04-02;"Moderna-mRNA-1273";5
"60-69";2021-04-02;"AZ-ChAdOx1";153
"60-69";2021-04-03;"Moderna-mRNA-1273";13
"60-69";2021-04-03;"AZ-ChAdOx1";352
"60-69";2021-04-04;"AZ-ChAdOx1";224
"60-69";2021-04-05;"AZ-ChAdOx1";324
"60-69";2021-04-06;"Pfizer-mRNA-BNT162b";13
"60-69";2021-04-06;"Moderna-mRNA-1273";147
"60-69";2021-04-06;"AZ-ChAdOx1";483
"60-69";2021-04-07;"Pfizer-mRNA-BNT162b";38
"60-69";2021-04-07;"Moderna-mRNA-1273";122
"60-69";2021-04-07;"AZ-ChAdOx1";440
"60-69";2021-04-08;"Pfizer-mRNA-BNT162b";39
"60-69";2021-04-08;"Moderna-mRNA-1273";139
"60-69";2021-04-08;"AZ-ChAdOx1";187
"60-69";2021-04-09;"Pfizer-mRNA-BNT162b";43
"60-69";2021-04-09;"Moderna-mRNA-1273";96
"60-69";2021-04-09;"AZ-ChAdOx1";201
"60-69";2021-04-10;"Pfizer-mRNA-BNT162b";1
"60-69";2021-04-10;"Moderna-mRNA-1273";6
"60-69";2021-04-10;"AZ-ChAdOx1";62
"60-69";2021-04-11;"Pfizer-mRNA-BNT162b";1
"60-69";2021-04-11;"AZ-ChAdOx1";22
"60-69";2021-04-12;"Pfizer-mRNA-BNT162b";1
"60-69";2021-04-12;"Moderna-mRNA-1273";121
"60-69";2021-04-12;"AZ-ChAdOx1";295
"60-69";2021-04-12;"Jansen-Ad26";1
"60-69";2021-04-13;"Pfizer-mRNA-BNT162b";18
"60-69";2021-04-13;"Moderna-mRNA-1273";78
"60-69";2021-04-13;"AZ-ChAdOx1";303
"60-69";2021-04-14;"Pfizer-mRNA-BNT162b";31
"60-69";2021-04-14;"Moderna-mRNA-1273";99
"60-69";2021-04-14;"AZ-ChAdOx1";304
"60-69";2021-04-15;"Pfizer-mRNA-BNT162b";39
"60-69";2021-04-15;"Moderna-mRNA-1273";147
"60-69";2021-04-15;"AZ-ChAdOx1";655
"60-69";2021-04-16;"Pfizer-mRNA-BNT162b";30
"60-69";2021-04-16;"Moderna-mRNA-1273";108
"60-69";2021-04-16;"AZ-ChAdOx1";562
"60-69";2021-04-17;"Moderna-mRNA-1273";29
"60-69";2021-04-17;"AZ-ChAdOx1";44
"60-69";2021-04-18;"AZ-ChAdOx1";13
"60-69";2021-04-19;"Pfizer-mRNA-BNT162b";1
"60-69";2021-04-19;"Moderna-mRNA-1273";177
"60-69";2021-04-19;"AZ-ChAdOx1";178
"60-69";2021-04-20;"Pfizer-mRNA-BNT162b";26
"60-69";2021-04-20;"Moderna-mRNA-1273";104
"60-69";2021-04-20;"AZ-ChAdOx1";258
"60-69";2021-04-21;"Pfizer-mRNA-BNT162b";38
"60-69";2021-04-21;"Moderna-mRNA-1273";215
"60-69";2021-04-21;"AZ-ChAdOx1";214
"60-69";2021-04-22;"Pfizer-mRNA-BNT162b";45
"60-69";2021-04-22;"Moderna-mRNA-1273";283
"60-69";2021-04-22;"AZ-ChAdOx1";359
"60-69";2021-04-23;"Pfizer-mRNA-BNT162b";19
"60-69";2021-04-23;"Moderna-mRNA-1273";168
"60-69";2021-04-23;"AZ-ChAdOx1";358
"60-69";2021-04-24;"Pfizer-mRNA-BNT162b";1
"60-69";2021-04-24;"Moderna-mRNA-1273";26
"60-69";2021-04-24;"AZ-ChAdOx1";10
"60-69";2021-04-25;"Moderna-mRNA-1273";8
"60-69";2021-04-26;"Moderna-mRNA-1273";194
"60-69";2021-04-26;"AZ-ChAdOx1";363
"60-69";2021-04-26;"Jansen-Ad26";9
"60-69";2021-04-27;"Pfizer-mRNA-BNT162b";22
"60-69";2021-04-27;"Moderna-mRNA-1273";194
"60-69";2021-04-27;"AZ-ChAdOx1";290
"60-69";2021-04-27;"Jansen-Ad26";20
"60-69";2021-04-28;"Pfizer-mRNA-BNT162b";41
"60-69";2021-04-28;"Moderna-mRNA-1273";249
"60-69";2021-04-28;"AZ-ChAdOx1";278
"60-69";2021-04-28;"Jansen-Ad26";17
"60-69";2021-04-29;"Pfizer-mRNA-BNT162b";39
"60-69";2021-04-29;"Moderna-mRNA-1273";141
"60-69";2021-04-29;"AZ-ChAdOx1";250
"60-69";2021-04-29;"Jansen-Ad26";13
"60-69";2021-04-30;"Pfizer-mRNA-BNT162b";327
"60-69";2021-04-30;"Moderna-mRNA-1273";59
"60-69";2021-04-30;"AZ-ChAdOx1";146
"60-69";2021-04-30;"Jansen-Ad26";1
"60-69";2021-05-01;"Pfizer-mRNA-BNT162b";230
"60-69";2021-05-01;"Moderna-mRNA-1273";9
"60-69";2021-05-01;"AZ-ChAdOx1";58
"60-69";2021-05-02;"Pfizer-mRNA-BNT162b";97
"60-69";2021-05-02;"Moderna-mRNA-1273";1
"60-69";2021-05-02;"AZ-ChAdOx1";13
"60-69";2021-05-03;"Pfizer-mRNA-BNT162b";55
"60-69";2021-05-03;"Moderna-mRNA-1273";64
"60-69";2021-05-03;"AZ-ChAdOx1";268
"60-69";2021-05-03;"Jansen-Ad26";90
"60-69";2021-05-04;"Pfizer-mRNA-BNT162b";55
"60-69";2021-05-04;"Moderna-mRNA-1273";177
"60-69";2021-05-04;"AZ-ChAdOx1";475
"60-69";2021-05-04;"Jansen-Ad26";16
"60-69";2021-05-05;"Pfizer-mRNA-BNT162b";54
"60-69";2021-05-05;"Moderna-mRNA-1273";129
"60-69";2021-05-05;"AZ-ChAdOx1";397
"60-69";2021-05-05;"Jansen-Ad26";18
"60-69";2021-05-06;"Pfizer-mRNA-BNT162b";74
"60-69";2021-05-06;"Moderna-mRNA-1273";131
"60-69";2021-05-06;"AZ-ChAdOx1";356
"60-69";2021-05-06;"Jansen-Ad26";11
"60-69";2021-05-07;"Pfizer-mRNA-BNT162b";249
"60-69";2021-05-07;"Moderna-mRNA-1273";104
"60-69";2021-05-07;"AZ-ChAdOx1";214
"60-69";2021-05-07;"Jansen-Ad26";12
"60-69";2021-05-08;"Pfizer-mRNA-BNT162b";82
"60-69";2021-05-08;"AZ-ChAdOx1";56
"60-69";2021-05-09;"Pfizer-mRNA-BNT162b";80
"60-69";2021-05-09;"AZ-ChAdOx1";28
"60-69";2021-05-10;"Pfizer-mRNA-BNT162b";64
"60-69";2021-05-10;"Moderna-mRNA-1273";116
"60-69";2021-05-10;"AZ-ChAdOx1";294
"60-69";2021-05-10;"Jansen-Ad26";15
"60-69";2021-05-11;"Pfizer-mRNA-BNT162b";50
"60-69";2021-05-11;"Moderna-mRNA-1273";113
"60-69";2021-05-11;"AZ-ChAdOx1";75
"60-69";2021-05-11;"Jansen-Ad26";8
"60-69";2021-05-12;"Pfizer-mRNA-BNT162b";97
"60-69";2021-05-12;"Moderna-mRNA-1273";92
"60-69";2021-05-12;"AZ-ChAdOx1";70
"60-69";2021-05-12;"Jansen-Ad26";6
"60-69";2021-05-13;"Pfizer-mRNA-BNT162b";60
"60-69";2021-05-13;"Moderna-mRNA-1273";127
"60-69";2021-05-13;"AZ-ChAdOx1";93
"60-69";2021-05-13;"Jansen-Ad26";6
"60-69";2021-05-14;"Pfizer-mRNA-BNT162b";90
"60-69";2021-05-14;"Moderna-mRNA-1273";91
"60-69";2021-05-14;"AZ-ChAdOx1";46
"60-69";2021-05-14;"Jansen-Ad26";11
"60-69";2021-05-15;"Pfizer-mRNA-BNT162b";4
"60-69";2021-05-15;"Moderna-mRNA-1273";4
"60-69";2021-05-15;"AZ-ChAdOx1";13
"60-69";2021-05-15;"Jansen-Ad26";3
"60-69";2021-05-16;"Pfizer-mRNA-BNT162b";2
"60-69";2021-05-16;"AZ-ChAdOx1";3
"60-69";2021-05-17;"Pfizer-mRNA-BNT162b";9
"60-69";2021-05-17;"Moderna-mRNA-1273";87
"60-69";2021-05-17;"AZ-ChAdOx1";149
"60-69";2021-05-17;"Jansen-Ad26";5
"60-69";2021-05-18;"Pfizer-mRNA-BNT162b";34
"60-69";2021-05-18;"Moderna-mRNA-1273";90
"60-69";2021-05-18;"AZ-ChAdOx1";45
"60-69";2021-05-18;"Jansen-Ad26";8
"60-69";2021-05-19;"Pfizer-mRNA-BNT162b";37
"60-69";2021-05-19;"Moderna-mRNA-1273";92
"60-69";2021-05-19;"AZ-ChAdOx1";69
"60-69";2021-05-19;"Jansen-Ad26";7
"60-69";2021-05-20;"Pfizer-mRNA-BNT162b";42
"60-69";2021-05-20;"Moderna-mRNA-1273";99
"60-69";2021-05-20;"AZ-ChAdOx1";60
"60-69";2021-05-20;"Jansen-Ad26";14
"60-69";2021-05-21;"Pfizer-mRNA-BNT162b";150
"60-69";2021-05-21;"Moderna-mRNA-1273";72
"60-69";2021-05-21;"AZ-ChAdOx1";28
"60-69";2021-05-21;"Jansen-Ad26";11
"60-69";2021-05-22;"Pfizer-mRNA-BNT162b";118
"60-69";2021-05-22;"Moderna-mRNA-1273";17
"60-69";2021-05-22;"AZ-ChAdOx1";2
"60-69";2021-05-23;"Pfizer-mRNA-BNT162b";122
"60-69";2021-05-23;"Moderna-mRNA-1273";7
"60-69";2021-05-24;"Pfizer-mRNA-BNT162b";72
"60-69";2021-05-24;"Moderna-mRNA-1273";19
"60-69";2021-05-24;"AZ-ChAdOx1";47
"60-69";2021-05-24;"Jansen-Ad26";1
"60-69";2021-05-25;"Pfizer-mRNA-BNT162b";218
"60-69";2021-05-25;"Moderna-mRNA-1273";120
"60-69";2021-05-25;"AZ-ChAdOx1";21
"60-69";2021-05-25;"Jansen-Ad26";2
"60-69";2021-05-26;"Pfizer-mRNA-BNT162b";50
"60-69";2021-05-26;"Moderna-mRNA-1273";114
"60-69";2021-05-26;"AZ-ChAdOx1";33
"60-69";2021-05-26;"Jansen-Ad26";6
"60-69";2021-05-27;"Pfizer-mRNA-BNT162b";80
"60-69";2021-05-27;"Moderna-mRNA-1273";75
"60-69";2021-05-27;"AZ-ChAdOx1";51
"60-69";2021-05-27;"Jansen-Ad26";2
"60-69";2021-05-28;"Pfizer-mRNA-BNT162b";217
"60-69";2021-05-28;"Moderna-mRNA-1273";62
"60-69";2021-05-28;"AZ-ChAdOx1";32
"60-69";2021-05-29;"Pfizer-mRNA-BNT162b";76
"60-69";2021-05-29;"Moderna-mRNA-1273";6
"60-69";2021-05-30;"Pfizer-mRNA-BNT162b";58
"60-69";2021-05-30;"Moderna-mRNA-1273";2
"60-69";2021-05-31;"Pfizer-mRNA-BNT162b";65
"60-69";2021-05-31;"Moderna-mRNA-1273";76
"60-69";2021-05-31;"AZ-ChAdOx1";14
"60-69";2021-05-31;"Jansen-Ad26";9
"60-69";2021-06-01;"Pfizer-mRNA-BNT162b";71
"60-69";2021-06-01;"Moderna-mRNA-1273";64
"60-69";2021-06-01;"AZ-ChAdOx1";24
"60-69";2021-06-01;"Jansen-Ad26";3
"60-69";2021-06-02;"Pfizer-mRNA-BNT162b";80
"60-69";2021-06-02;"Moderna-mRNA-1273";26
"60-69";2021-06-02;"AZ-ChAdOx1";22
"60-69";2021-06-02;"Jansen-Ad26";14
"60-69";2021-06-03;"Pfizer-mRNA-BNT162b";61
"60-69";2021-06-03;"Moderna-mRNA-1273";52
"60-69";2021-06-03;"AZ-ChAdOx1";35
"60-69";2021-06-03;"Jansen-Ad26";18
"60-69";2021-06-04;"Pfizer-mRNA-BNT162b";103
"60-69";2021-06-04;"Moderna-mRNA-1273";58
"60-69";2021-06-04;"AZ-ChAdOx1";13
"60-69";2021-06-04;"Jansen-Ad26";9
"60-69";2021-06-05;"Pfizer-mRNA-BNT162b";22
"60-69";2021-06-05;"Jansen-Ad26";1
"60-69";2021-06-06;"Pfizer-mRNA-BNT162b";4
"60-69";2021-06-07;"Pfizer-mRNA-BNT162b";13
"60-69";2021-06-07;"Moderna-mRNA-1273";36
"60-69";2021-06-07;"AZ-ChAdOx1";12
"60-69";2021-06-07;"Jansen-Ad26";5
"60-69";2021-06-08;"Pfizer-mRNA-BNT162b";23
"60-69";2021-06-08;"Moderna-mRNA-1273";47
"60-69";2021-06-08;"AZ-ChAdOx1";15
"60-69";2021-06-08;"Jansen-Ad26";22
"60-69";2021-06-09;"Pfizer-mRNA-BNT162b";41
"60-69";2021-06-09;"Moderna-mRNA-1273";35
"60-69";2021-06-09;"AZ-ChAdOx1";26
"60-69";2021-06-09;"Jansen-Ad26";37
"60-69";2021-06-10;"Pfizer-mRNA-BNT162b";45
"60-69";2021-06-10;"Moderna-mRNA-1273";38
"60-69";2021-06-10;"AZ-ChAdOx1";16
"60-69";2021-06-10;"Jansen-Ad26";57
"60-69";2021-06-11;"Pfizer-mRNA-BNT162b";41
"60-69";2021-06-11;"Moderna-mRNA-1273";23
"60-69";2021-06-11;"AZ-ChAdOx1";21
"60-69";2021-06-11;"Jansen-Ad26";15
"60-69";2021-06-12;"Pfizer-mRNA-BNT162b";1
"60-69";2021-06-12;"Moderna-mRNA-1273";2
"60-69";2021-06-13;"Jansen-Ad26";13
"60-69";2021-06-14;"Pfizer-mRNA-BNT162b";3
"60-69";2021-06-14;"Moderna-mRNA-1273";23
"60-69";2021-06-14;"AZ-ChAdOx1";16
"60-69";2021-06-14;"Jansen-Ad26";21
"60-69";2021-06-15;"Pfizer-mRNA-BNT162b";10
"60-69";2021-06-15;"Moderna-mRNA-1273";44
"60-69";2021-06-15;"AZ-ChAdOx1";162
"60-69";2021-06-15;"Jansen-Ad26";35
"60-69";2021-06-16;"Pfizer-mRNA-BNT162b";26
"60-69";2021-06-16;"Moderna-mRNA-1273";32
"60-69";2021-06-16;"AZ-ChAdOx1";412
"60-69";2021-06-16;"Jansen-Ad26";50
"60-69";2021-06-17;"Pfizer-mRNA-BNT162b";25
"60-69";2021-06-17;"Moderna-mRNA-1273";35
"60-69";2021-06-17;"AZ-ChAdOx1";387
"60-69";2021-06-17;"Jansen-Ad26";62
"60-69";2021-06-18;"Pfizer-mRNA-BNT162b";24
"60-69";2021-06-18;"Moderna-mRNA-1273";18
"60-69";2021-06-18;"AZ-ChAdOx1";357
"60-69";2021-06-18;"Jansen-Ad26";27
"60-69";2021-06-19;"Pfizer-mRNA-BNT162b";2
"60-69";2021-06-19;"Moderna-mRNA-1273";2
"60-69";2021-06-19;"AZ-ChAdOx1";332
"60-69";2021-06-19;"Jansen-Ad26";8
"60-69";2021-06-20;"Pfizer-mRNA-BNT162b";2
"60-69";2021-06-20;"AZ-ChAdOx1";353
"60-69";2021-06-21;"Pfizer-mRNA-BNT162b";9
"60-69";2021-06-21;"Moderna-mRNA-1273";9
"60-69";2021-06-21;"AZ-ChAdOx1";763
"60-69";2021-06-21;"Jansen-Ad26";28
"60-69";2021-06-22;"Pfizer-mRNA-BNT162b";34
"60-69";2021-06-22;"Moderna-mRNA-1273";38
"60-69";2021-06-22;"AZ-ChAdOx1";1034
"60-69";2021-06-22;"Jansen-Ad26";38
"60-69";2021-06-23;"Pfizer-mRNA-BNT162b";32
"60-69";2021-06-23;"Moderna-mRNA-1273";10
"60-69";2021-06-23;"AZ-ChAdOx1";522
"60-69";2021-06-23;"Jansen-Ad26";14
"60-69";2021-06-24;"Pfizer-mRNA-BNT162b";6
"60-69";2021-06-24;"AZ-ChAdOx1";198
"60-69";2021-06-25;"Pfizer-mRNA-BNT162b";24
"60-69";2021-06-25;"Moderna-mRNA-1273";8
"60-69";2021-06-25;"AZ-ChAdOx1";536
"60-69";2021-06-25;"Jansen-Ad26";15
"60-69";2021-06-26;"Pfizer-mRNA-BNT162b";7
"60-69";2021-06-26;"AZ-ChAdOx1";532
"60-69";2021-06-26;"Jansen-Ad26";3
"60-69";2021-06-27;"Pfizer-mRNA-BNT162b";6
"60-69";2021-06-27;"AZ-ChAdOx1";240
"60-69";2021-06-27;"Jansen-Ad26";2
"60-69";2021-06-28;"Pfizer-mRNA-BNT162b";16
"60-69";2021-06-28;"Moderna-mRNA-1273";24
"60-69";2021-06-28;"AZ-ChAdOx1";470
"60-69";2021-06-28;"Jansen-Ad26";6
"60-69";2021-06-29;"Pfizer-mRNA-BNT162b";34
"60-69";2021-06-29;"Moderna-mRNA-1273";20
"60-69";2021-06-29;"AZ-ChAdOx1";493
"60-69";2021-06-29;"Jansen-Ad26";19
"60-69";2021-06-30;"Pfizer-mRNA-BNT162b";35
"60-69";2021-06-30;"Moderna-mRNA-1273";21
"60-69";2021-06-30;"AZ-ChAdOx1";388
"60-69";2021-06-30;"Jansen-Ad26";19
"60-69";2021-07-01;"Pfizer-mRNA-BNT162b";32
"60-69";2021-07-01;"Moderna-mRNA-1273";36
"60-69";2021-07-01;"AZ-ChAdOx1";706
"60-69";2021-07-01;"Jansen-Ad26";10
"60-69";2021-07-02;"Pfizer-mRNA-BNT162b";43
"60-69";2021-07-02;"Moderna-mRNA-1273";16
"60-69";2021-07-02;"AZ-ChAdOx1";424
"60-69";2021-07-02;"Jansen-Ad26";2
"60-69";2021-07-03;"Pfizer-mRNA-BNT162b";7
"60-69";2021-07-03;"AZ-ChAdOx1";340
"60-69";2021-07-03;"Jansen-Ad26";4
"60-69";2021-07-04;"Pfizer-mRNA-BNT162b";1
"60-69";2021-07-04;"AZ-ChAdOx1";280
"60-69";2021-07-05;"Pfizer-mRNA-BNT162b";7
"60-69";2021-07-05;"Moderna-mRNA-1273";10
"60-69";2021-07-05;"AZ-ChAdOx1";539
"60-69";2021-07-05;"Jansen-Ad26";3
"60-69";2021-07-06;"Pfizer-mRNA-BNT162b";12
"60-69";2021-07-06;"Moderna-mRNA-1273";18
"60-69";2021-07-06;"AZ-ChAdOx1";669
"60-69";2021-07-06;"Jansen-Ad26";4
"60-69";2021-07-07;"Pfizer-mRNA-BNT162b";17
"60-69";2021-07-07;"Moderna-mRNA-1273";20
"60-69";2021-07-07;"AZ-ChAdOx1";870
"60-69";2021-07-07;"Jansen-Ad26";8
"60-69";2021-07-08;"Pfizer-mRNA-BNT162b";8
"60-69";2021-07-08;"Moderna-mRNA-1273";16
"60-69";2021-07-08;"AZ-ChAdOx1";501
"60-69";2021-07-08;"Jansen-Ad26";16
"60-69";2021-07-09;"Pfizer-mRNA-BNT162b";16
"60-69";2021-07-09;"Moderna-mRNA-1273";7
"60-69";2021-07-09;"AZ-ChAdOx1";400
"60-69";2021-07-09;"Jansen-Ad26";4
"60-69";2021-07-10;"Pfizer-mRNA-BNT162b";1
"60-69";2021-07-10;"AZ-ChAdOx1";310
"60-69";2021-07-10;"Jansen-Ad26";3
"60-69";2021-07-11;"Pfizer-mRNA-BNT162b";2
"60-69";2021-07-11;"AZ-ChAdOx1";169
"60-69";2021-07-11;"Jansen-Ad26";2
"60-69";2021-07-12;"Pfizer-mRNA-BNT162b";9
"60-69";2021-07-12;"Moderna-mRNA-1273";6
"60-69";2021-07-12;"AZ-ChAdOx1";265
"60-69";2021-07-12;"Jansen-Ad26";6
"60-69";2021-07-13;"Pfizer-mRNA-BNT162b";25
"60-69";2021-07-13;"Moderna-mRNA-1273";5
"60-69";2021-07-13;"AZ-ChAdOx1";176
"60-69";2021-07-13;"Jansen-Ad26";7
"60-69";2021-07-14;"Pfizer-mRNA-BNT162b";25
"60-69";2021-07-14;"Moderna-mRNA-1273";12
"60-69";2021-07-14;"AZ-ChAdOx1";135
"60-69";2021-07-14;"Jansen-Ad26";18
"60-69";2021-07-15;"Pfizer-mRNA-BNT162b";11
"60-69";2021-07-15;"Moderna-mRNA-1273";19
"60-69";2021-07-15;"AZ-ChAdOx1";302
"60-69";2021-07-15;"Jansen-Ad26";15
"60-69";2021-07-16;"Pfizer-mRNA-BNT162b";26
"60-69";2021-07-16;"Moderna-mRNA-1273";21
"60-69";2021-07-16;"AZ-ChAdOx1";164
"60-69";2021-07-16;"Jansen-Ad26";6
"60-69";2021-07-17;"Pfizer-mRNA-BNT162b";4
"60-69";2021-07-17;"Moderna-mRNA-1273";1
"60-69";2021-07-17;"AZ-ChAdOx1";84
"60-69";2021-07-17;"Jansen-Ad26";6
"60-69";2021-07-18;"Pfizer-mRNA-BNT162b";3
"60-69";2021-07-18;"AZ-ChAdOx1";38
"60-69";2021-07-18;"Jansen-Ad26";1
"60-69";2021-07-19;"Pfizer-mRNA-BNT162b";14
"60-69";2021-07-19;"Moderna-mRNA-1273";11
"60-69";2021-07-19;"AZ-ChAdOx1";41
"60-69";2021-07-19;"Jansen-Ad26";5
"60-69";2021-07-20;"Pfizer-mRNA-BNT162b";17
"60-69";2021-07-20;"Moderna-mRNA-1273";13
"60-69";2021-07-20;"AZ-ChAdOx1";135
"60-69";2021-07-20;"Jansen-Ad26";6
"60-69";2021-07-21;"Pfizer-mRNA-BNT162b";27
"60-69";2021-07-21;"Moderna-mRNA-1273";2
"60-69";2021-07-21;"AZ-ChAdOx1";103
"60-69";2021-07-21;"Jansen-Ad26";4
"60-69";2021-07-22;"Pfizer-mRNA-BNT162b";30
"60-69";2021-07-22;"Moderna-mRNA-1273";11
"60-69";2021-07-22;"AZ-ChAdOx1";150
"60-69";2021-07-22;"Jansen-Ad26";10
"60-69";2021-07-23;"Pfizer-mRNA-BNT162b";32
"60-69";2021-07-23;"Moderna-mRNA-1273";4
"60-69";2021-07-23;"AZ-ChAdOx1";76
"60-69";2021-07-23;"Jansen-Ad26";3
"60-69";2021-07-24;"Pfizer-mRNA-BNT162b";5
"60-69";2021-07-24;"Moderna-mRNA-1273";1
"60-69";2021-07-24;"AZ-ChAdOx1";19
"60-69";2021-07-24;"Jansen-Ad26";1
"60-69";2021-07-25;"Pfizer-mRNA-BNT162b";3
"60-69";2021-07-25;"AZ-ChAdOx1";10
"60-69";2021-07-25;"Jansen-Ad26";1
"60-69";2021-07-26;"Pfizer-mRNA-BNT162b";8
"60-69";2021-07-26;"Moderna-mRNA-1273";7
"60-69";2021-07-26;"AZ-ChAdOx1";39
"60-69";2021-07-26;"Jansen-Ad26";3
"60-69";2021-07-27;"Pfizer-mRNA-BNT162b";14
"60-69";2021-07-27;"Moderna-mRNA-1273";8
"60-69";2021-07-27;"AZ-ChAdOx1";27
"60-69";2021-07-27;"Jansen-Ad26";2
"60-69";2021-07-28;"Pfizer-mRNA-BNT162b";15
"60-69";2021-07-28;"Moderna-mRNA-1273";4
"60-69";2021-07-28;"AZ-ChAdOx1";29
"60-69";2021-07-28;"Jansen-Ad26";1
"60-69";2021-07-29;"Pfizer-mRNA-BNT162b";9
"60-69";2021-07-29;"Moderna-mRNA-1273";14
"60-69";2021-07-29;"AZ-ChAdOx1";44
"60-69";2021-07-29;"Jansen-Ad26";3
"60-69";2021-07-30;"Pfizer-mRNA-BNT162b";16
"60-69";2021-07-30;"Moderna-mRNA-1273";6
"60-69";2021-07-30;"AZ-ChAdOx1";39
"60-69";2021-07-30;"Jansen-Ad26";5
"60-69";2021-07-31;"Pfizer-mRNA-BNT162b";4
"60-69";2021-07-31;"Moderna-mRNA-1273";1
"60-69";2021-07-31;"AZ-ChAdOx1";4
"60-69";2021-08-01;"Moderna-mRNA-1273";1
"60-69";2021-08-02;"Pfizer-mRNA-BNT162b";2
"60-69";2021-08-02;"Moderna-mRNA-1273";8
"60-69";2021-08-02;"AZ-ChAdOx1";7
"60-69";2021-08-02;"Jansen-Ad26";5
"60-69";2021-08-03;"Pfizer-mRNA-BNT162b";12
"60-69";2021-08-03;"Moderna-mRNA-1273";4
"60-69";2021-08-03;"AZ-ChAdOx1";14
"60-69";2021-08-03;"Jansen-Ad26";2
"60-69";2021-08-04;"Pfizer-mRNA-BNT162b";19
"60-69";2021-08-04;"Moderna-mRNA-1273";11
"60-69";2021-08-04;"AZ-ChAdOx1";8
"60-69";2021-08-05;"Pfizer-mRNA-BNT162b";16
"60-69";2021-08-05;"Moderna-mRNA-1273";9
"60-69";2021-08-05;"AZ-ChAdOx1";10
"60-69";2021-08-05;"Jansen-Ad26";1
"60-69";2021-08-06;"Pfizer-mRNA-BNT162b";11
"60-69";2021-08-06;"Moderna-mRNA-1273";4
"60-69";2021-08-06;"AZ-ChAdOx1";16
"60-69";2021-08-06;"Jansen-Ad26";1
"60-69";2021-08-07;"Pfizer-mRNA-BNT162b";3
"60-69";2021-08-07;"AZ-ChAdOx1";2
"60-69";2021-08-08;"Pfizer-mRNA-BNT162b";6
"60-69";2021-08-09;"Pfizer-mRNA-BNT162b";3
"60-69";2021-08-09;"Moderna-mRNA-1273";1
"60-69";2021-08-09;"AZ-ChAdOx1";3
"60-69";2021-08-10;"Pfizer-mRNA-BNT162b";14
"60-69";2021-08-10;"Moderna-mRNA-1273";2
"60-69";2021-08-10;"AZ-ChAdOx1";4
"60-69";2021-08-10;"Jansen-Ad26";1
"60-69";2021-08-11;"Pfizer-mRNA-BNT162b";15
"60-69";2021-08-11;"Moderna-mRNA-1273";1
"60-69";2021-08-11;"AZ-ChAdOx1";6
"60-69";2021-08-12;"Pfizer-mRNA-BNT162b";26
"60-69";2021-08-12;"Moderna-mRNA-1273";6
"60-69";2021-08-12;"AZ-ChAdOx1";3
"60-69";2021-08-13;"Pfizer-mRNA-BNT162b";31
"60-69";2021-08-13;"Moderna-mRNA-1273";9
"60-69";2021-08-13;"AZ-ChAdOx1";4
"60-69";2021-08-14;"Pfizer-mRNA-BNT162b";7
"60-69";2021-08-14;"AZ-ChAdOx1";5
"60-69";2021-08-15;"Pfizer-mRNA-BNT162b";1
"60-69";2021-08-16;"Pfizer-mRNA-BNT162b";22
"60-69";2021-08-16;"Moderna-mRNA-1273";5
"60-69";2021-08-16;"AZ-ChAdOx1";4
"60-69";2021-08-16;"Jansen-Ad26";1
"60-69";2021-08-17;"Pfizer-mRNA-BNT162b";19
"60-69";2021-08-17;"Moderna-mRNA-1273";5
"60-69";2021-08-17;"AZ-ChAdOx1";3
"60-69";2021-08-18;"Pfizer-mRNA-BNT162b";14
"60-69";2021-08-18;"Moderna-mRNA-1273";1
"60-69";2021-08-18;"AZ-ChAdOx1";2
"60-69";2021-08-19;"Pfizer-mRNA-BNT162b";18
"60-69";2021-08-19;"Moderna-mRNA-1273";9
"60-69";2021-08-19;"Jansen-Ad26";1
"60-69";2021-08-20;"Pfizer-mRNA-BNT162b";13
"60-69";2021-08-20;"Moderna-mRNA-1273";4
"60-69";2021-08-20;"AZ-ChAdOx1";3
"60-69";2021-08-20;"Jansen-Ad26";1
"60-69";2021-08-21;"Pfizer-mRNA-BNT162b";6
"60-69";2021-08-23;"Pfizer-mRNA-BNT162b";5
"60-69";2021-08-23;"AZ-ChAdOx1";4
"60-69";2021-08-24;"Pfizer-mRNA-BNT162b";7
"60-69";2021-08-24;"Moderna-mRNA-1273";3
"60-69";2021-08-24;"AZ-ChAdOx1";2
"60-69";2021-08-25;"Pfizer-mRNA-BNT162b";16
"60-69";2021-08-25;"Moderna-mRNA-1273";2
