"vac_exposure_date";"vac_number";"vac_concept_id";"n"
2021-07-15;"Dose One";"Pfizer-mRNA-BNT162b";29
2021-07-15;"Dose One";"Moderna-mRNA-1273";128
2021-07-15;"Dose One";"Jansen-Ad26";56
2021-07-15;"Dose Two";"Pfizer-mRNA-BNT162b";143
2021-07-15;"Dose Two";"Moderna-mRNA-1273";45
2021-07-15;"Dose Two";"AZ-ChAdOx1";351
2021-07-16;"Dose One";"Pfizer-mRNA-BNT162b";41
2021-07-16;"Dose One";"Moderna-mRNA-1273";51
2021-07-16;"Dose One";"Jansen-Ad26";35
2021-07-16;"Dose Two";"Pfizer-mRNA-BNT162b";271
2021-07-16;"Dose Two";"Moderna-mRNA-1273";81
2021-07-16;"Dose Two";"AZ-ChAdOx1";195
2021-07-17;"Dose One";"Pfizer-mRNA-BNT162b";2
2021-07-17;"Dose One";"Moderna-mRNA-1273";18
2021-07-17;"Dose One";"Jansen-Ad26";17
2021-07-17;"Dose Two";"Pfizer-mRNA-BNT162b";90
2021-07-17;"Dose Two";"Moderna-mRNA-1273";4
2021-07-17;"Dose Two";"AZ-ChAdOx1";109
2021-07-18;"Dose One";"Pfizer-mRNA-BNT162b";5
2021-07-18;"Dose One";"Moderna-mRNA-1273";5
2021-07-18;"Dose One";"Jansen-Ad26";9
2021-07-18;"Dose Two";"Pfizer-mRNA-BNT162b";104
2021-07-18;"Dose Two";"Moderna-mRNA-1273";7
2021-07-18;"Dose Two";"AZ-ChAdOx1";40
2021-07-19;"Dose One";"Pfizer-mRNA-BNT162b";16
2021-07-19;"Dose One";"Moderna-mRNA-1273";19
2021-07-19;"Dose One";"Jansen-Ad26";14
2021-07-19;"Dose Two";"Pfizer-mRNA-BNT162b";251
2021-07-19;"Dose Two";"Moderna-mRNA-1273";27
2021-07-19;"Dose Two";"AZ-ChAdOx1";48
2021-07-20;"Dose One";"Pfizer-mRNA-BNT162b";49
2021-07-20;"Dose One";"Moderna-mRNA-1273";21
2021-07-20;"Dose One";"AZ-ChAdOx1";2
2021-07-20;"Dose One";"Jansen-Ad26";34
2021-07-20;"Dose Two";"Pfizer-mRNA-BNT162b";159
2021-07-20;"Dose Two";"Moderna-mRNA-1273";23
2021-07-20;"Dose Two";"AZ-ChAdOx1";149
2021-07-21;"Dose One";"Pfizer-mRNA-BNT162b";29
2021-07-21;"Dose One";"Moderna-mRNA-1273";18
2021-07-21;"Dose One";"Jansen-Ad26";27
2021-07-21;"Dose Two";"Pfizer-mRNA-BNT162b";231
2021-07-21;"Dose Two";"Moderna-mRNA-1273";23
2021-07-21;"Dose Two";"AZ-ChAdOx1";116
2021-07-22;"Dose One";"Pfizer-mRNA-BNT162b";29
2021-07-22;"Dose One";"Moderna-mRNA-1273";64
2021-07-22;"Dose One";"Jansen-Ad26";34
2021-07-22;"Dose Two";"Pfizer-mRNA-BNT162b";175
2021-07-22;"Dose Two";"Moderna-mRNA-1273";16
2021-07-22;"Dose Two";"AZ-ChAdOx1";177
2021-07-23;"Dose One";"Pfizer-mRNA-BNT162b";50
2021-07-23;"Dose One";"Moderna-mRNA-1273";31
2021-07-23;"Dose One";"Jansen-Ad26";44
2021-07-23;"Dose Two";"Pfizer-mRNA-BNT162b";254
2021-07-23;"Dose Two";"Moderna-mRNA-1273";8
2021-07-23;"Dose Two";"AZ-ChAdOx1";88
2021-07-24;"Dose One";"Pfizer-mRNA-BNT162b";3
2021-07-24;"Dose One";"Moderna-mRNA-1273";29
2021-07-24;"Dose One";"Jansen-Ad26";4
2021-07-24;"Dose Two";"Pfizer-mRNA-BNT162b";52
2021-07-24;"Dose Two";"Moderna-mRNA-1273";2
2021-07-24;"Dose Two";"AZ-ChAdOx1";22
2021-07-25;"Dose One";"Pfizer-mRNA-BNT162b";8
2021-07-25;"Dose One";"Moderna-mRNA-1273";4
2021-07-25;"Dose One";"Jansen-Ad26";10
2021-07-25;"Dose Two";"Pfizer-mRNA-BNT162b";72
2021-07-25;"Dose Two";"AZ-ChAdOx1";13
2021-07-26;"Dose One";"Pfizer-mRNA-BNT162b";36
2021-07-26;"Dose One";"Moderna-mRNA-1273";26
2021-07-26;"Dose One";"Jansen-Ad26";12
2021-07-26;"Dose Two";"Pfizer-mRNA-BNT162b";87
2021-07-26;"Dose Two";"Moderna-mRNA-1273";22
2021-07-26;"Dose Two";"AZ-ChAdOx1";43
2021-07-27;"Dose One";"Pfizer-mRNA-BNT162b";86
2021-07-27;"Dose One";"Moderna-mRNA-1273";19
2021-07-27;"Dose One";"Jansen-Ad26";10
2021-07-27;"Dose Two";"Pfizer-mRNA-BNT162b";96
2021-07-27;"Dose Two";"Moderna-mRNA-1273";13
2021-07-27;"Dose Two";"AZ-ChAdOx1";29
2021-07-28;"Dose One";"Pfizer-mRNA-BNT162b";102
2021-07-28;"Dose One";"Moderna-mRNA-1273";6
2021-07-28;"Dose One";"Jansen-Ad26";11
2021-07-28;"Dose Two";"Pfizer-mRNA-BNT162b";72
2021-07-28;"Dose Two";"Moderna-mRNA-1273";36
2021-07-28;"Dose Two";"AZ-ChAdOx1";31
2021-07-29;"Dose One";"Pfizer-mRNA-BNT162b";62
2021-07-29;"Dose One";"Moderna-mRNA-1273";51
2021-07-29;"Dose One";"AZ-ChAdOx1";2
2021-07-29;"Dose One";"Jansen-Ad26";16
2021-07-29;"Dose Two";"Pfizer-mRNA-BNT162b";76
2021-07-29;"Dose Two";"Moderna-mRNA-1273";61
2021-07-29;"Dose Two";"AZ-ChAdOx1";48
2021-07-29;"Booster";"Pfizer-mRNA-BNT162b";1
2021-07-30;"Dose One";"Pfizer-mRNA-BNT162b";59
2021-07-30;"Dose One";"Moderna-mRNA-1273";49
2021-07-30;"Dose One";"AZ-ChAdOx1";1
2021-07-30;"Dose One";"Jansen-Ad26";14
2021-07-30;"Dose Two";"Pfizer-mRNA-BNT162b";98
2021-07-30;"Dose Two";"Moderna-mRNA-1273";27
2021-07-30;"Dose Two";"AZ-ChAdOx1";42
2021-07-31;"Dose One";"Pfizer-mRNA-BNT162b";21
2021-07-31;"Dose One";"Moderna-mRNA-1273";7
2021-07-31;"Dose Two";"Pfizer-mRNA-BNT162b";39
2021-07-31;"Dose Two";"Moderna-mRNA-1273";4
2021-07-31;"Dose Two";"AZ-ChAdOx1";4
2021-08-01;"Dose One";"Pfizer-mRNA-BNT162b";8
2021-08-01;"Dose One";"Moderna-mRNA-1273";9
2021-08-01;"Dose Two";"Pfizer-mRNA-BNT162b";13
2021-08-01;"Dose Two";"Moderna-mRNA-1273";18
2021-08-02;"Dose One";"Pfizer-mRNA-BNT162b";48
2021-08-02;"Dose One";"Moderna-mRNA-1273";10
2021-08-02;"Dose One";"Jansen-Ad26";13
2021-08-02;"Dose Two";"Pfizer-mRNA-BNT162b";40
2021-08-02;"Dose Two";"Moderna-mRNA-1273";38
2021-08-02;"Dose Two";"AZ-ChAdOx1";8
2021-08-03;"Dose One";"Pfizer-mRNA-BNT162b";135
2021-08-03;"Dose One";"Moderna-mRNA-1273";1
2021-08-03;"Dose One";"Jansen-Ad26";5
2021-08-03;"Dose Two";"Pfizer-mRNA-BNT162b";25
2021-08-03;"Dose Two";"Moderna-mRNA-1273";18
2021-08-03;"Dose Two";"AZ-ChAdOx1";18
2021-08-04;"Dose One";"Pfizer-mRNA-BNT162b";117
2021-08-04;"Dose One";"Moderna-mRNA-1273";11
2021-08-04;"Dose One";"Jansen-Ad26";5
2021-08-04;"Dose Two";"Pfizer-mRNA-BNT162b";31
2021-08-04;"Dose Two";"Moderna-mRNA-1273";40
2021-08-04;"Dose Two";"AZ-ChAdOx1";8
2021-08-05;"Dose One";"Pfizer-mRNA-BNT162b";98
2021-08-05;"Dose One";"Moderna-mRNA-1273";19
2021-08-05;"Dose One";"Jansen-Ad26";3
2021-08-05;"Dose Two";"Pfizer-mRNA-BNT162b";29
2021-08-05;"Dose Two";"Moderna-mRNA-1273";57
2021-08-05;"Dose Two";"AZ-ChAdOx1";12
2021-08-06;"Dose One";"Pfizer-mRNA-BNT162b";80
2021-08-06;"Dose One";"Moderna-mRNA-1273";10
2021-08-06;"Dose One";"Jansen-Ad26";7
2021-08-06;"Dose Two";"Pfizer-mRNA-BNT162b";47
2021-08-06;"Dose Two";"Moderna-mRNA-1273";37
2021-08-06;"Dose Two";"AZ-ChAdOx1";21
2021-08-07;"Dose One";"Pfizer-mRNA-BNT162b";24
2021-08-07;"Dose One";"Moderna-mRNA-1273";3
2021-08-07;"Dose Two";"Pfizer-mRNA-BNT162b";1
2021-08-07;"Dose Two";"Moderna-mRNA-1273";4
2021-08-07;"Dose Two";"AZ-ChAdOx1";2
2021-08-08;"Dose One";"Pfizer-mRNA-BNT162b";17
2021-08-08;"Dose One";"Moderna-mRNA-1273";2
2021-08-08;"Dose Two";"Pfizer-mRNA-BNT162b";5
2021-08-08;"Dose Two";"Moderna-mRNA-1273";9
2021-08-09;"Dose One";"Pfizer-mRNA-BNT162b";43
2021-08-09;"Dose One";"Moderna-mRNA-1273";6
2021-08-09;"Dose One";"Jansen-Ad26";2
2021-08-09;"Dose Two";"Pfizer-mRNA-BNT162b";15
2021-08-09;"Dose Two";"Moderna-mRNA-1273";23
2021-08-09;"Dose Two";"AZ-ChAdOx1";3
2021-08-10;"Dose One";"Pfizer-mRNA-BNT162b";68
2021-08-10;"Dose One";"Moderna-mRNA-1273";6
2021-08-10;"Dose One";"Jansen-Ad26";3
2021-08-10;"Dose Two";"Pfizer-mRNA-BNT162b";37
2021-08-10;"Dose Two";"Moderna-mRNA-1273";5
2021-08-10;"Dose Two";"AZ-ChAdOx1";5
2021-08-11;"Dose One";"Pfizer-mRNA-BNT162b";73
2021-08-11;"Dose One";"Moderna-mRNA-1273";5
2021-08-11;"Dose One";"Jansen-Ad26";3
2021-08-11;"Dose Two";"Pfizer-mRNA-BNT162b";38
2021-08-11;"Dose Two";"Moderna-mRNA-1273";30
2021-08-11;"Dose Two";"AZ-ChAdOx1";7
2021-08-12;"Dose One";"Pfizer-mRNA-BNT162b";81
2021-08-12;"Dose One";"Moderna-mRNA-1273";7
2021-08-12;"Dose One";"Jansen-Ad26";7
2021-08-12;"Dose Two";"Pfizer-mRNA-BNT162b";30
2021-08-12;"Dose Two";"Moderna-mRNA-1273";91
2021-08-12;"Dose Two";"AZ-ChAdOx1";3
2021-08-13;"Dose One";"Pfizer-mRNA-BNT162b";95
2021-08-13;"Dose One";"Moderna-mRNA-1273";12
2021-08-13;"Dose One";"AZ-ChAdOx1";1
2021-08-13;"Dose One";"Jansen-Ad26";2
2021-08-13;"Dose Two";"Pfizer-mRNA-BNT162b";61
2021-08-13;"Dose Two";"Moderna-mRNA-1273";75
2021-08-13;"Dose Two";"AZ-ChAdOx1";3
2021-08-14;"Dose One";"Pfizer-mRNA-BNT162b";45
2021-08-14;"Dose Two";"Pfizer-mRNA-BNT162b";1
2021-08-14;"Dose Two";"Moderna-mRNA-1273";14
2021-08-14;"Dose Two";"AZ-ChAdOx1";6
2021-08-15;"Dose One";"Pfizer-mRNA-BNT162b";7
2021-08-15;"Dose Two";"Pfizer-mRNA-BNT162b";6
2021-08-15;"Dose Two";"Moderna-mRNA-1273";5
2021-08-16;"Dose One";"Pfizer-mRNA-BNT162b";84
2021-08-16;"Dose One";"Moderna-mRNA-1273";8
2021-08-16;"Dose One";"Jansen-Ad26";4
2021-08-16;"Dose Two";"Pfizer-mRNA-BNT162b";31
2021-08-16;"Dose Two";"Moderna-mRNA-1273";23
2021-08-16;"Dose Two";"AZ-ChAdOx1";4
2021-08-17;"Dose One";"Pfizer-mRNA-BNT162b";69
2021-08-17;"Dose One";"Moderna-mRNA-1273";4
2021-08-17;"Dose One";"Jansen-Ad26";2
2021-08-17;"Dose Two";"Pfizer-mRNA-BNT162b";78
2021-08-17;"Dose Two";"Moderna-mRNA-1273";12
2021-08-17;"Dose Two";"AZ-ChAdOx1";4
2021-08-18;"Dose One";"Pfizer-mRNA-BNT162b";45
2021-08-18;"Dose One";"Moderna-mRNA-1273";3
2021-08-18;"Dose One";"Jansen-Ad26";2
2021-08-18;"Dose Two";"Pfizer-mRNA-BNT162b";82
2021-08-18;"Dose Two";"Moderna-mRNA-1273";10
2021-08-18;"Dose Two";"AZ-ChAdOx1";2
2021-08-19;"Dose One";"Pfizer-mRNA-BNT162b";61
2021-08-19;"Dose One";"Moderna-mRNA-1273";15
2021-08-19;"Dose One";"Jansen-Ad26";3
2021-08-19;"Dose Two";"Pfizer-mRNA-BNT162b";60
2021-08-19;"Dose Two";"Moderna-mRNA-1273";28
2021-08-19;"Dose Two";"AZ-ChAdOx1";1
2021-08-20;"Dose One";"Pfizer-mRNA-BNT162b";63
2021-08-20;"Dose One";"Moderna-mRNA-1273";10
2021-08-20;"Dose One";"Jansen-Ad26";3
2021-08-20;"Dose Two";"Pfizer-mRNA-BNT162b";45
2021-08-20;"Dose Two";"Moderna-mRNA-1273";39
2021-08-20;"Dose Two";"AZ-ChAdOx1";3
2021-08-21;"Dose One";"Pfizer-mRNA-BNT162b";11
2021-08-21;"Dose One";"Moderna-mRNA-1273";3
2021-08-21;"Dose Two";"Pfizer-mRNA-BNT162b";8
2021-08-21;"Dose Two";"Moderna-mRNA-1273";46
2021-08-22;"Dose One";"Pfizer-mRNA-BNT162b";2
2021-08-22;"Dose Two";"Pfizer-mRNA-BNT162b";7
2021-08-22;"Dose Two";"Moderna-mRNA-1273";3
2021-08-23;"Dose One";"Pfizer-mRNA-BNT162b";32
2021-08-23;"Dose One";"Moderna-mRNA-1273";3
2021-08-23;"Dose Two";"Pfizer-mRNA-BNT162b";49
2021-08-23;"Dose Two";"Moderna-mRNA-1273";26
2021-08-23;"Dose Two";"AZ-ChAdOx1";4
2021-08-24;"Dose One";"Pfizer-mRNA-BNT162b";31
2021-08-24;"Dose One";"Moderna-mRNA-1273";5
2021-08-24;"Dose One";"Jansen-Ad26";2
2021-08-24;"Dose Two";"Pfizer-mRNA-BNT162b";100
2021-08-24;"Dose Two";"Moderna-mRNA-1273";20
2021-08-24;"Dose Two";"AZ-ChAdOx1";2
2021-08-25;"Dose One";"Pfizer-mRNA-BNT162b";39
2021-08-25;"Dose One";"Moderna-mRNA-1273";3
2021-08-25;"Dose One";"Jansen-Ad26";1
2021-08-25;"Dose Two";"Pfizer-mRNA-BNT162b";93
2021-08-25;"Dose Two";"Moderna-mRNA-1273";5
2021-08-25;"Dose Two";"AZ-ChAdOx1";5
2021-08-26;"Dose One";"Pfizer-mRNA-BNT162b";36
2021-08-26;"Dose One";"Moderna-mRNA-1273";2
2021-08-26;"Dose One";"AZ-ChAdOx1";1
2021-08-26;"Dose One";"Jansen-Ad26";2
2021-08-26;"Dose Two";"Pfizer-mRNA-BNT162b";80
2021-08-26;"Dose Two";"Moderna-mRNA-1273";33
2021-08-26;"Dose Two";"AZ-ChAdOx1";2
2021-08-27;"Dose One";"Pfizer-mRNA-BNT162b";27
2021-08-27;"Dose One";"Moderna-mRNA-1273";4
2021-08-27;"Dose One";"AZ-ChAdOx1";1
2021-08-27;"Dose One";"Jansen-Ad26";5
2021-08-27;"Dose Two";"Pfizer-mRNA-BNT162b";63
2021-08-27;"Dose Two";"Moderna-mRNA-1273";56
2021-08-27;"Dose Two";"AZ-ChAdOx1";3
2021-08-28;"Dose One";"Pfizer-mRNA-BNT162b";4
2021-08-28;"Dose One";"Moderna-mRNA-1273";3
2021-08-28;"Dose Two";"Pfizer-mRNA-BNT162b";25
2021-08-28;"Dose Two";"Moderna-mRNA-1273";4
2021-08-28;"Dose Two";"AZ-ChAdOx1";1
2021-08-29;"Dose One";"Pfizer-mRNA-BNT162b";2
2021-08-29;"Dose One";"Moderna-mRNA-1273";3
2021-08-29;"Dose Two";"Pfizer-mRNA-BNT162b";11
2021-08-29;"Dose Two";"Moderna-mRNA-1273";5
2021-08-30;"Dose One";"Pfizer-mRNA-BNT162b";19
2021-08-30;"Dose One";"Moderna-mRNA-1273";3
2021-08-30;"Dose Two";"Pfizer-mRNA-BNT162b";37
2021-08-30;"Dose Two";"Moderna-mRNA-1273";13
2021-08-30;"Dose Two";"AZ-ChAdOx1";2
2021-08-31;"Dose One";"Pfizer-mRNA-BNT162b";23
2021-08-31;"Dose One";"Moderna-mRNA-1273";6
2021-08-31;"Dose One";"AZ-ChAdOx1";1
2021-08-31;"Dose One";"Jansen-Ad26";2
2021-08-31;"Dose Two";"Pfizer-mRNA-BNT162b";53
2021-08-31;"Dose Two";"Moderna-mRNA-1273";12
2021-08-31;"Dose Two";"AZ-ChAdOx1";6
2021-09-01;"Dose One";"Pfizer-mRNA-BNT162b";26
2021-09-01;"Dose One";"Moderna-mRNA-1273";3
2021-09-01;"Dose One";"AZ-ChAdOx1";1
2021-09-01;"Dose One";"Jansen-Ad26";2
2021-09-01;"Dose Two";"Pfizer-mRNA-BNT162b";60
2021-09-01;"Dose Two";"Moderna-mRNA-1273";15
2021-09-01;"Dose Two";"AZ-ChAdOx1";1
2021-09-02;"Dose One";"Pfizer-mRNA-BNT162b";30
2021-09-02;"Dose One";"Moderna-mRNA-1273";4
2021-09-02;"Dose One";"Jansen-Ad26";2
2021-09-02;"Dose Two";"Pfizer-mRNA-BNT162b";58
2021-09-02;"Dose Two";"Moderna-mRNA-1273";7
2021-09-02;"Dose Two";"AZ-ChAdOx1";2
2021-09-03;"Dose One";"Pfizer-mRNA-BNT162b";21
2021-09-03;"Dose One";"Moderna-mRNA-1273";4
2021-09-03;"Dose One";"Jansen-Ad26";3
2021-09-03;"Dose Two";"Pfizer-mRNA-BNT162b";58
2021-09-03;"Dose Two";"Moderna-mRNA-1273";19
2021-09-03;"Dose Two";"AZ-ChAdOx1";4
2021-09-04;"Dose One";"Pfizer-mRNA-BNT162b";3
2021-09-04;"Dose One";"Moderna-mRNA-1273";3
2021-09-04;"Dose Two";"Pfizer-mRNA-BNT162b";17
2021-09-04;"Dose Two";"Moderna-mRNA-1273";5
2021-09-05;"Dose One";"Moderna-mRNA-1273";4
2021-09-05;"Dose Two";"Pfizer-mRNA-BNT162b";7
2021-09-05;"Dose Two";"Moderna-mRNA-1273";1
2021-09-06;"Dose One";"Pfizer-mRNA-BNT162b";21
2021-09-06;"Dose One";"Moderna-mRNA-1273";4
2021-09-06;"Dose One";"Jansen-Ad26";1
2021-09-06;"Dose Two";"Pfizer-mRNA-BNT162b";48
2021-09-06;"Dose Two";"Moderna-mRNA-1273";4
2021-09-07;"Dose One";"Pfizer-mRNA-BNT162b";28
2021-09-07;"Dose One";"Moderna-mRNA-1273";7
2021-09-07;"Dose One";"Jansen-Ad26";1
2021-09-07;"Dose Two";"Pfizer-mRNA-BNT162b";28
2021-09-07;"Dose Two";"Moderna-mRNA-1273";5
2021-09-07;"Dose Two";"AZ-ChAdOx1";5
2021-09-08;"Dose One";"Pfizer-mRNA-BNT162b";28
2021-09-08;"Dose One";"Moderna-mRNA-1273";8
2021-09-08;"Dose Two";"Pfizer-mRNA-BNT162b";26
2021-09-08;"Dose Two";"Moderna-mRNA-1273";7
2021-09-08;"Dose Two";"AZ-ChAdOx1";1
2021-09-09;"Dose One";"Pfizer-mRNA-BNT162b";36
2021-09-09;"Dose One";"Moderna-mRNA-1273";14
2021-09-09;"Dose One";"Jansen-Ad26";3
2021-09-09;"Dose Two";"Pfizer-mRNA-BNT162b";45
2021-09-09;"Dose Two";"Moderna-mRNA-1273";10
2021-09-09;"Dose Two";"AZ-ChAdOx1";1
2021-09-10;"Dose One";"Pfizer-mRNA-BNT162b";25
2021-09-10;"Dose One";"Moderna-mRNA-1273";10
2021-09-10;"Dose One";"Jansen-Ad26";1
2021-09-10;"Dose Two";"Pfizer-mRNA-BNT162b";48
2021-09-10;"Dose Two";"Moderna-mRNA-1273";11
2021-09-10;"Dose Two";"AZ-ChAdOx1";1
2021-09-10;"Booster";"Moderna-mRNA-1273";10
2021-09-11;"Dose One";"Pfizer-mRNA-BNT162b";3
2021-09-11;"Dose One";"Moderna-mRNA-1273";3
2021-09-11;"Dose Two";"Pfizer-mRNA-BNT162b";8
2021-09-11;"Booster";"Moderna-mRNA-1273";30
2021-09-12;"Dose One";"Pfizer-mRNA-BNT162b";1
2021-09-12;"Dose One";"Moderna-mRNA-1273";1
2021-09-12;"Dose Two";"Pfizer-mRNA-BNT162b";4
2021-09-12;"Dose Two";"Moderna-mRNA-1273";2
2021-09-12;"Booster";"Moderna-mRNA-1273";20
2021-09-13;"Dose One";"Pfizer-mRNA-BNT162b";14
2021-09-13;"Dose One";"Moderna-mRNA-1273";5
2021-09-13;"Dose Two";"Pfizer-mRNA-BNT162b";14
2021-09-13;"Dose Two";"Moderna-mRNA-1273";2
2021-09-13;"Booster";"Moderna-mRNA-1273";99
2021-09-14;"Dose One";"Pfizer-mRNA-BNT162b";31
2021-09-14;"Dose One";"Moderna-mRNA-1273";5
2021-09-14;"Dose One";"AZ-ChAdOx1";1
2021-09-14;"Dose One";"Jansen-Ad26";1
2021-09-14;"Dose Two";"Pfizer-mRNA-BNT162b";26
2021-09-14;"Dose Two";"Moderna-mRNA-1273";6
2021-09-14;"Dose Two";"AZ-ChAdOx1";2
2021-09-14;"Booster";"Pfizer-mRNA-BNT162b";16
2021-09-14;"Booster";"Moderna-mRNA-1273";115
2021-09-15;"Dose One";"Pfizer-mRNA-BNT162b";28
2021-09-15;"Dose One";"Moderna-mRNA-1273";6
2021-09-15;"Dose Two";"Pfizer-mRNA-BNT162b";25
2021-09-15;"Dose Two";"Moderna-mRNA-1273";6
2021-09-15;"Dose Two";"AZ-ChAdOx1";1
2021-09-15;"Booster";"Pfizer-mRNA-BNT162b";8
2021-09-15;"Booster";"Moderna-mRNA-1273";42
2021-09-16;"Dose One";"Pfizer-mRNA-BNT162b";29
2021-09-16;"Dose One";"Moderna-mRNA-1273";1
2021-09-16;"Dose Two";"Pfizer-mRNA-BNT162b";25
2021-09-16;"Dose Two";"Moderna-mRNA-1273";10
2021-09-16;"Dose Two";"AZ-ChAdOx1";4
2021-09-16;"Booster";"Pfizer-mRNA-BNT162b";29
2021-09-16;"Booster";"Moderna-mRNA-1273";43
2021-09-17;"Dose One";"Pfizer-mRNA-BNT162b";33
2021-09-17;"Dose One";"Moderna-mRNA-1273";4
2021-09-17;"Dose One";"Jansen-Ad26";2
2021-09-17;"Dose Two";"Pfizer-mRNA-BNT162b";30
2021-09-17;"Dose Two";"Moderna-mRNA-1273";9
2021-09-17;"Dose Two";"AZ-ChAdOx1";2
2021-09-17;"Booster";"Pfizer-mRNA-BNT162b";31
2021-09-17;"Booster";"Moderna-mRNA-1273";69
2021-09-18;"Dose One";"Pfizer-mRNA-BNT162b";4
2021-09-18;"Dose One";"Moderna-mRNA-1273";1
2021-09-18;"Dose Two";"Pfizer-mRNA-BNT162b";10
2021-09-18;"Dose Two";"Moderna-mRNA-1273";4
2021-09-18;"Booster";"Pfizer-mRNA-BNT162b";2
2021-09-19;"Dose One";"Pfizer-mRNA-BNT162b";2
2021-09-19;"Dose One";"Moderna-mRNA-1273";1
2021-09-19;"Dose Two";"Pfizer-mRNA-BNT162b";3
2021-09-19;"Booster";"Pfizer-mRNA-BNT162b";2
2021-09-20;"Dose One";"Pfizer-mRNA-BNT162b";18
2021-09-20;"Dose One";"Moderna-mRNA-1273";1
2021-09-20;"Dose Two";"Pfizer-mRNA-BNT162b";22
2021-09-20;"Dose Two";"Moderna-mRNA-1273";2
2021-09-20;"Dose Two";"AZ-ChAdOx1";1
2021-09-20;"Booster";"Pfizer-mRNA-BNT162b";4
2021-09-20;"Booster";"Moderna-mRNA-1273";48
2021-09-21;"Dose One";"Pfizer-mRNA-BNT162b";17
2021-09-21;"Dose One";"Moderna-mRNA-1273";3
2021-09-21;"Dose One";"Jansen-Ad26";2
2021-09-21;"Dose Two";"Pfizer-mRNA-BNT162b";19
2021-09-21;"Dose Two";"Moderna-mRNA-1273";4
2021-09-21;"Dose Two";"AZ-ChAdOx1";7
2021-09-21;"Booster";"Pfizer-mRNA-BNT162b";18
2021-09-21;"Booster";"Moderna-mRNA-1273";70
2021-09-22;"Dose One";"Pfizer-mRNA-BNT162b";29
2021-09-22;"Dose One";"Jansen-Ad26";1
2021-09-22;"Dose Two";"Pfizer-mRNA-BNT162b";18
2021-09-22;"Dose Two";"Moderna-mRNA-1273";2
2021-09-22;"Booster";"Pfizer-mRNA-BNT162b";23
2021-09-22;"Booster";"Moderna-mRNA-1273";80
2021-09-23;"Dose One";"Pfizer-mRNA-BNT162b";20
2021-09-23;"Dose One";"Moderna-mRNA-1273";5
2021-09-23;"Dose Two";"Pfizer-mRNA-BNT162b";25
2021-09-23;"Dose Two";"Moderna-mRNA-1273";6
2021-09-23;"Dose Two";"AZ-ChAdOx1";3
2021-09-23;"Booster";"Pfizer-mRNA-BNT162b";35
2021-09-23;"Booster";"Moderna-mRNA-1273";113
2021-09-24;"Dose One";"Pfizer-mRNA-BNT162b";12
2021-09-24;"Dose One";"Moderna-mRNA-1273";1
2021-09-24;"Dose One";"Jansen-Ad26";1
2021-09-24;"Dose Two";"Pfizer-mRNA-BNT162b";21
2021-09-24;"Dose Two";"Moderna-mRNA-1273";3
2021-09-24;"Booster";"Pfizer-mRNA-BNT162b";39
2021-09-24;"Booster";"Moderna-mRNA-1273";12
2021-09-25;"Dose One";"Pfizer-mRNA-BNT162b";4
2021-09-25;"Dose Two";"Pfizer-mRNA-BNT162b";7
2021-09-25;"Dose Two";"Moderna-mRNA-1273";3
2021-09-25;"Booster";"Pfizer-mRNA-BNT162b";5
2021-09-26;"Dose One";"Moderna-mRNA-1273";1
2021-09-26;"Dose Two";"Moderna-mRNA-1273";1
2021-09-27;"Dose One";"Pfizer-mRNA-BNT162b";21
2021-09-27;"Dose One";"Moderna-mRNA-1273";1
2021-09-27;"Dose Two";"Pfizer-mRNA-BNT162b";23
2021-09-27;"Dose Two";"Moderna-mRNA-1273";6
2021-09-27;"Booster";"Pfizer-mRNA-BNT162b";28
2021-09-27;"Booster";"Moderna-mRNA-1273";41
2021-09-28;"Dose One";"Pfizer-mRNA-BNT162b";17
2021-09-28;"Dose One";"Moderna-mRNA-1273";3
2021-09-28;"Dose One";"Jansen-Ad26";1
2021-09-28;"Dose Two";"Pfizer-mRNA-BNT162b";26
2021-09-28;"Dose Two";"Moderna-mRNA-1273";8
2021-09-28;"Booster";"Pfizer-mRNA-BNT162b";18
2021-09-28;"Booster";"Moderna-mRNA-1273";114
2021-09-29;"Dose One";"Pfizer-mRNA-BNT162b";17
2021-09-29;"Dose One";"Moderna-mRNA-1273";5
2021-09-29;"Dose Two";"Pfizer-mRNA-BNT162b";33
2021-09-29;"Dose Two";"Moderna-mRNA-1273";5
2021-09-29;"Dose Two";"AZ-ChAdOx1";1
2021-09-29;"Booster";"Pfizer-mRNA-BNT162b";19
2021-09-29;"Booster";"Moderna-mRNA-1273";248
2021-09-30;"Dose One";"Pfizer-mRNA-BNT162b";18
2021-09-30;"Dose One";"Moderna-mRNA-1273";4
2021-09-30;"Dose One";"Jansen-Ad26";4
2021-09-30;"Dose Two";"Pfizer-mRNA-BNT162b";29
2021-09-30;"Dose Two";"Moderna-mRNA-1273";2
2021-09-30;"Booster";"Pfizer-mRNA-BNT162b";27
2021-09-30;"Booster";"Moderna-mRNA-1273";287
2021-10-01;"Dose One";"Pfizer-mRNA-BNT162b";9
2021-10-01;"Dose One";"Jansen-Ad26";2
2021-10-01;"Dose Two";"Pfizer-mRNA-BNT162b";14
2021-10-01;"Dose Two";"Moderna-mRNA-1273";3
2021-10-01;"Booster";"Pfizer-mRNA-BNT162b";24
2021-10-01;"Booster";"Moderna-mRNA-1273";212
2021-10-02;"Dose One";"Pfizer-mRNA-BNT162b";3
2021-10-02;"Dose Two";"Pfizer-mRNA-BNT162b";1
