"vac_exposure_date";"vac_number";"vac_concept_id";"n"
2021-12-27;"Dose One";"Moderna-mRNA-1273";12
2021-12-27;"Dose Two";"Pfizer-mRNA-BNT162b";6
2021-12-27;"Dose Two";"Moderna-mRNA-1273";35
2021-12-27;"Booster";"Pfizer-mRNA-BNT162b";33
2021-12-27;"Booster";"Moderna-mRNA-1273";781
2021-12-28;"Dose One";"Pfizer-mRNA-BNT162b";2
2021-12-28;"Dose One";"Moderna-mRNA-1273";11
2021-12-28;"Dose Two";"Pfizer-mRNA-BNT162b";13
2021-12-28;"Dose Two";"Moderna-mRNA-1273";50
2021-12-28;"Booster";"Pfizer-mRNA-BNT162b";61
2021-12-28;"Booster";"Moderna-mRNA-1273";1110
2021-12-29;"Dose One";"Moderna-mRNA-1273";18
2021-12-29;"Dose Two";"Pfizer-mRNA-BNT162b";5
2021-12-29;"Dose Two";"Moderna-mRNA-1273";47
2021-12-29;"Booster";"Pfizer-mRNA-BNT162b";26
2021-12-29;"Booster";"Moderna-mRNA-1273";960
2021-12-30;"Dose One";"Pfizer-mRNA-BNT162b";4
2021-12-30;"Dose One";"Moderna-mRNA-1273";10
2021-12-30;"Dose Two";"Pfizer-mRNA-BNT162b";4
2021-12-30;"Dose Two";"Moderna-mRNA-1273";53
2021-12-30;"Booster";"Pfizer-mRNA-BNT162b";41
2021-12-30;"Booster";"Moderna-mRNA-1273";937
2021-12-31;"Dose One";"Pfizer-mRNA-BNT162b";1
2021-12-31;"Dose One";"Moderna-mRNA-1273";2
2021-12-31;"Dose Two";"Pfizer-mRNA-BNT162b";4
2021-12-31;"Dose Two";"Moderna-mRNA-1273";18
2021-12-31;"Booster";"Pfizer-mRNA-BNT162b";16
2021-12-31;"Booster";"Moderna-mRNA-1273";337
2022-01-01;"Booster";"Moderna-mRNA-1273";7
2022-01-02;"Dose One";"Moderna-mRNA-1273";2
2022-01-02;"Dose Two";"Moderna-mRNA-1273";21
2022-01-02;"Booster";"Pfizer-mRNA-BNT162b";4
2022-01-02;"Booster";"Moderna-mRNA-1273";352
2022-01-03;"Dose One";"Moderna-mRNA-1273";7
2022-01-03;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-01-03;"Dose Two";"Moderna-mRNA-1273";23
2022-01-03;"Booster";"Pfizer-mRNA-BNT162b";20
2022-01-03;"Booster";"Moderna-mRNA-1273";690
2022-01-04;"Dose One";"Moderna-mRNA-1273";10
2022-01-04;"Dose Two";"Pfizer-mRNA-BNT162b";5
2022-01-04;"Dose Two";"Moderna-mRNA-1273";44
2022-01-04;"Booster";"Pfizer-mRNA-BNT162b";14
2022-01-04;"Booster";"Moderna-mRNA-1273";911
2022-01-05;"Dose One";"Moderna-mRNA-1273";6
2022-01-05;"Dose Two";"Pfizer-mRNA-BNT162b";3
2022-01-05;"Dose Two";"Moderna-mRNA-1273";29
2022-01-05;"Booster";"Pfizer-mRNA-BNT162b";10
2022-01-05;"Booster";"Moderna-mRNA-1273";485
2022-01-06;"Booster";"Moderna-mRNA-1273";1
2022-01-07;"Dose One";"Pfizer-mRNA-BNT162b";2
2022-01-07;"Dose One";"Moderna-mRNA-1273";10
2022-01-07;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-01-07;"Dose Two";"Moderna-mRNA-1273";32
2022-01-07;"Booster";"Pfizer-mRNA-BNT162b";23
2022-01-07;"Booster";"Moderna-mRNA-1273";696
2022-01-08;"Dose One";"Moderna-mRNA-1273";2
2022-01-08;"Dose Two";"Moderna-mRNA-1273";17
2022-01-08;"Booster";"Pfizer-mRNA-BNT162b";1
2022-01-08;"Booster";"Moderna-mRNA-1273";490
2022-01-09;"Dose One";"Moderna-mRNA-1273";4
2022-01-09;"Dose Two";"Moderna-mRNA-1273";10
2022-01-09;"Booster";"Pfizer-mRNA-BNT162b";2
2022-01-09;"Booster";"Moderna-mRNA-1273";404
2022-01-10;"Dose One";"Moderna-mRNA-1273";12
2022-01-10;"Dose Two";"Pfizer-mRNA-BNT162b";4
2022-01-10;"Dose Two";"Moderna-mRNA-1273";31
2022-01-10;"Booster";"Pfizer-mRNA-BNT162b";12
2022-01-10;"Booster";"Moderna-mRNA-1273";770
2022-01-11;"Dose One";"Moderna-mRNA-1273";10
2022-01-11;"Dose Two";"Pfizer-mRNA-BNT162b";5
2022-01-11;"Dose Two";"Moderna-mRNA-1273";47
2022-01-11;"Booster";"Pfizer-mRNA-BNT162b";12
2022-01-11;"Booster";"Moderna-mRNA-1273";775
2022-01-12;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-01-12;"Dose One";"Moderna-mRNA-1273";14
2022-01-12;"Dose Two";"Pfizer-mRNA-BNT162b";4
2022-01-12;"Dose Two";"Moderna-mRNA-1273";50
2022-01-12;"Booster";"Pfizer-mRNA-BNT162b";19
2022-01-12;"Booster";"Moderna-mRNA-1273";870
2022-01-13;"Dose One";"Moderna-mRNA-1273";10
2022-01-13;"Dose Two";"Pfizer-mRNA-BNT162b";8
2022-01-13;"Dose Two";"Moderna-mRNA-1273";66
2022-01-13;"Booster";"Pfizer-mRNA-BNT162b";26
2022-01-13;"Booster";"Moderna-mRNA-1273";773
2022-01-14;"Dose One";"Moderna-mRNA-1273";10
2022-01-14;"Dose Two";"Pfizer-mRNA-BNT162b";4
2022-01-14;"Dose Two";"Moderna-mRNA-1273";49
2022-01-14;"Booster";"Pfizer-mRNA-BNT162b";14
2022-01-14;"Booster";"Moderna-mRNA-1273";791
2022-01-15;"Dose One";"Moderna-mRNA-1273";2
2022-01-15;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-01-15;"Dose Two";"Moderna-mRNA-1273";23
2022-01-15;"Booster";"Moderna-mRNA-1273";368
2022-01-15;"Booster";"AZ-ChAdOx1";1
2022-01-16;"Dose One";"Moderna-mRNA-1273";6
2022-01-16;"Dose Two";"Moderna-mRNA-1273";24
2022-01-16;"Booster";"Pfizer-mRNA-BNT162b";2
2022-01-16;"Booster";"Moderna-mRNA-1273";258
2022-01-17;"Dose One";"Moderna-mRNA-1273";9
2022-01-17;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-01-17;"Dose Two";"Moderna-mRNA-1273";41
2022-01-17;"Booster";"Pfizer-mRNA-BNT162b";5
2022-01-17;"Booster";"Moderna-mRNA-1273";455
2022-01-18;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-01-18;"Dose One";"Moderna-mRNA-1273";5
2022-01-18;"Dose Two";"Pfizer-mRNA-BNT162b";8
2022-01-18;"Dose Two";"Moderna-mRNA-1273";57
2022-01-18;"Booster";"Pfizer-mRNA-BNT162b";25
2022-01-18;"Booster";"Moderna-mRNA-1273";499
2022-01-19;"Dose One";"Moderna-mRNA-1273";10
2022-01-19;"Dose Two";"Pfizer-mRNA-BNT162b";3
2022-01-19;"Dose Two";"Moderna-mRNA-1273";64
2022-01-19;"Booster";"Pfizer-mRNA-BNT162b";9
2022-01-19;"Booster";"Moderna-mRNA-1273";447
2022-01-20;"Dose One";"Pfizer-mRNA-BNT162b";2
2022-01-20;"Dose One";"Moderna-mRNA-1273";10
2022-01-20;"Dose Two";"Pfizer-mRNA-BNT162b";6
2022-01-20;"Dose Two";"Moderna-mRNA-1273";55
2022-01-20;"Booster";"Pfizer-mRNA-BNT162b";12
2022-01-20;"Booster";"Moderna-mRNA-1273";410
2022-01-21;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-01-21;"Dose One";"Moderna-mRNA-1273";7
2022-01-21;"Dose Two";"Pfizer-mRNA-BNT162b";10
2022-01-21;"Dose Two";"Moderna-mRNA-1273";48
2022-01-21;"Booster";"Pfizer-mRNA-BNT162b";40
2022-01-21;"Booster";"Moderna-mRNA-1273";364
2022-01-22;"Dose One";"Moderna-mRNA-1273";3
2022-01-22;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-01-22;"Dose Two";"Moderna-mRNA-1273";16
2022-01-22;"Booster";"Pfizer-mRNA-BNT162b";2
2022-01-22;"Booster";"Moderna-mRNA-1273";145
2022-01-23;"Dose One";"Moderna-mRNA-1273";1
2022-01-23;"Dose Two";"Pfizer-mRNA-BNT162b";5
2022-01-23;"Dose Two";"Moderna-mRNA-1273";5
2022-01-23;"Booster";"Pfizer-mRNA-BNT162b";9
2022-01-23;"Booster";"Moderna-mRNA-1273";54
2022-01-24;"Dose One";"Moderna-mRNA-1273";6
2022-01-24;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-01-24;"Dose Two";"Moderna-mRNA-1273";30
2022-01-24;"Booster";"Pfizer-mRNA-BNT162b";12
2022-01-24;"Booster";"Moderna-mRNA-1273";194
2022-01-25;"Dose One";"Moderna-mRNA-1273";7
2022-01-25;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-01-25;"Dose Two";"Moderna-mRNA-1273";31
2022-01-25;"Booster";"Pfizer-mRNA-BNT162b";12
2022-01-25;"Booster";"Moderna-mRNA-1273";225
2022-01-26;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-01-26;"Dose One";"Moderna-mRNA-1273";8
2022-01-26;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-01-26;"Dose Two";"Moderna-mRNA-1273";34
2022-01-26;"Booster";"Pfizer-mRNA-BNT162b";8
2022-01-26;"Booster";"Moderna-mRNA-1273";230
2022-01-27;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-01-27;"Dose One";"Moderna-mRNA-1273";6
2022-01-27;"Dose Two";"Pfizer-mRNA-BNT162b";3
2022-01-27;"Dose Two";"Moderna-mRNA-1273";30
2022-01-27;"Booster";"Pfizer-mRNA-BNT162b";11
2022-01-27;"Booster";"Moderna-mRNA-1273";220
2022-01-28;"Dose One";"Moderna-mRNA-1273";7
2022-01-28;"Dose Two";"Pfizer-mRNA-BNT162b";5
2022-01-28;"Dose Two";"Moderna-mRNA-1273";40
2022-01-28;"Booster";"Pfizer-mRNA-BNT162b";19
2022-01-28;"Booster";"Moderna-mRNA-1273";218
2022-01-29;"Dose One";"Moderna-mRNA-1273";2
2022-01-29;"Dose Two";"Moderna-mRNA-1273";9
2022-01-29;"Booster";"Pfizer-mRNA-BNT162b";5
2022-01-29;"Booster";"Moderna-mRNA-1273";52
2022-01-30;"Dose Two";"Moderna-mRNA-1273";2
2022-01-30;"Booster";"Pfizer-mRNA-BNT162b";4
2022-01-30;"Booster";"Moderna-mRNA-1273";33
2022-01-31;"Dose One";"Moderna-mRNA-1273";2
2022-01-31;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-01-31;"Dose Two";"Moderna-mRNA-1273";22
2022-01-31;"Booster";"Pfizer-mRNA-BNT162b";12
2022-01-31;"Booster";"Moderna-mRNA-1273";103
2022-01-31;"Booster";"AZ-ChAdOx1";1
2022-02-01;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-02-01;"Dose One";"Moderna-mRNA-1273";3
2022-02-01;"Dose Two";"Moderna-mRNA-1273";24
2022-02-01;"Booster";"Pfizer-mRNA-BNT162b";7
2022-02-01;"Booster";"Moderna-mRNA-1273";73
2022-02-02;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-02-02;"Dose One";"Moderna-mRNA-1273";1
2022-02-02;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-02-02;"Dose Two";"Moderna-mRNA-1273";12
2022-02-02;"Booster";"Pfizer-mRNA-BNT162b";14
2022-02-02;"Booster";"Moderna-mRNA-1273";119
2022-02-03;"Dose One";"Moderna-mRNA-1273";4
2022-02-03;"Dose Two";"Pfizer-mRNA-BNT162b";5
2022-02-03;"Dose Two";"Moderna-mRNA-1273";12
2022-02-03;"Booster";"Pfizer-mRNA-BNT162b";13
2022-02-03;"Booster";"Moderna-mRNA-1273";78
2022-02-04;"Dose One";"Moderna-mRNA-1273";3
2022-02-04;"Dose Two";"Pfizer-mRNA-BNT162b";3
2022-02-04;"Dose Two";"Moderna-mRNA-1273";22
2022-02-04;"Booster";"Pfizer-mRNA-BNT162b";20
2022-02-04;"Booster";"Moderna-mRNA-1273";98
2022-02-05;"Dose Two";"Moderna-mRNA-1273";8
2022-02-05;"Booster";"Pfizer-mRNA-BNT162b";2
2022-02-05;"Booster";"Moderna-mRNA-1273";15
2022-02-06;"Booster";"Moderna-mRNA-1273";7
2022-02-07;"Dose One";"Moderna-mRNA-1273";3
2022-02-07;"Dose Two";"Moderna-mRNA-1273";14
2022-02-07;"Booster";"Pfizer-mRNA-BNT162b";4
2022-02-07;"Booster";"Moderna-mRNA-1273";41
2022-02-08;"Dose One";"Moderna-mRNA-1273";1
2022-02-08;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-02-08;"Dose Two";"Moderna-mRNA-1273";16
2022-02-08;"Booster";"Pfizer-mRNA-BNT162b";2
2022-02-08;"Booster";"Moderna-mRNA-1273";60
2022-02-09;"Dose One";"Moderna-mRNA-1273";1
2022-02-09;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-02-09;"Dose Two";"Moderna-mRNA-1273";15
2022-02-09;"Booster";"Pfizer-mRNA-BNT162b";2
2022-02-09;"Booster";"Moderna-mRNA-1273";70
2022-02-10;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-02-10;"Dose One";"Moderna-mRNA-1273";3
2022-02-10;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-02-10;"Dose Two";"Moderna-mRNA-1273";17
2022-02-10;"Booster";"Pfizer-mRNA-BNT162b";4
2022-02-10;"Booster";"Moderna-mRNA-1273";80
2022-02-11;"Dose One";"Moderna-mRNA-1273";2
2022-02-11;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-02-11;"Dose Two";"Moderna-mRNA-1273";23
2022-02-11;"Booster";"Pfizer-mRNA-BNT162b";5
2022-02-11;"Booster";"Moderna-mRNA-1273";112
2022-02-12;"Dose One";"Moderna-mRNA-1273";1
2022-02-12;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-02-12;"Dose Two";"Moderna-mRNA-1273";5
2022-02-12;"Booster";"Pfizer-mRNA-BNT162b";1
2022-02-12;"Booster";"Moderna-mRNA-1273";18
2022-02-13;"Dose Two";"Moderna-mRNA-1273";2
2022-02-13;"Booster";"Moderna-mRNA-1273";12
2022-02-14;"Dose Two";"Moderna-mRNA-1273";15
2022-02-14;"Booster";"Pfizer-mRNA-BNT162b";3
2022-02-14;"Booster";"Moderna-mRNA-1273";37
2022-02-15;"Dose One";"Moderna-mRNA-1273";2
2022-02-15;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-02-15;"Dose Two";"Moderna-mRNA-1273";12
2022-02-15;"Booster";"Pfizer-mRNA-BNT162b";2
2022-02-15;"Booster";"Moderna-mRNA-1273";47
2022-02-16;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-02-16;"Dose Two";"Moderna-mRNA-1273";3
2022-02-16;"Booster";"Pfizer-mRNA-BNT162b";3
2022-02-16;"Booster";"Moderna-mRNA-1273";41
2022-02-17;"Dose One";"Moderna-mRNA-1273";4
2022-02-17;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-02-17;"Dose Two";"Moderna-mRNA-1273";12
2022-02-17;"Booster";"Pfizer-mRNA-BNT162b";3
2022-02-17;"Booster";"Moderna-mRNA-1273";50
2022-02-18;"Dose One";"Moderna-mRNA-1273";3
2022-02-18;"Dose Two";"Moderna-mRNA-1273";13
2022-02-18;"Booster";"Pfizer-mRNA-BNT162b";3
2022-02-18;"Booster";"Moderna-mRNA-1273";57
2022-02-18;"Booster";"AZ-ChAdOx1";1
2022-02-19;"Dose Two";"Moderna-mRNA-1273";1
2022-02-19;"Booster";"Moderna-mRNA-1273";14
2022-02-20;"Booster";"Moderna-mRNA-1273";2
2022-02-21;"Dose One";"Moderna-mRNA-1273";2
2022-02-21;"Dose Two";"Moderna-mRNA-1273";13
2022-02-21;"Booster";"Pfizer-mRNA-BNT162b";1
2022-02-21;"Booster";"Moderna-mRNA-1273";16
2022-02-22;"Dose Two";"Moderna-mRNA-1273";7
2022-02-22;"Booster";"Pfizer-mRNA-BNT162b";1
2022-02-22;"Booster";"Moderna-mRNA-1273";30
2022-02-23;"Dose One";"Moderna-mRNA-1273";3
2022-02-23;"Dose Two";"Moderna-mRNA-1273";12
2022-02-23;"Booster";"Pfizer-mRNA-BNT162b";6
2022-02-23;"Booster";"Moderna-mRNA-1273";48
2022-02-24;"Dose One";"Moderna-mRNA-1273";1
2022-02-24;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-02-24;"Dose Two";"Moderna-mRNA-1273";15
2022-02-24;"Booster";"Pfizer-mRNA-BNT162b";5
2022-02-24;"Booster";"Moderna-mRNA-1273";42
2022-02-25;"Dose One";"Moderna-mRNA-1273";3
2022-02-25;"Dose Two";"Moderna-mRNA-1273";16
2022-02-25;"Booster";"Pfizer-mRNA-BNT162b";8
2022-02-25;"Booster";"Moderna-mRNA-1273";28
2022-02-26;"Dose Two";"Moderna-mRNA-1273";3
2022-02-26;"Booster";"Pfizer-mRNA-BNT162b";3
2022-02-26;"Booster";"Moderna-mRNA-1273";18
2022-02-27;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-02-27;"Booster";"Pfizer-mRNA-BNT162b";3
2022-02-27;"Booster";"Moderna-mRNA-1273";6
2022-02-28;"Dose One";"Moderna-mRNA-1273";1
2022-02-28;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-02-28;"Dose Two";"Moderna-mRNA-1273";4
2022-02-28;"Booster";"Pfizer-mRNA-BNT162b";2
2022-02-28;"Booster";"Moderna-mRNA-1273";24
2022-02-28;"Booster";"AZ-ChAdOx1";1
2022-03-01;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-03-01;"Dose Two";"Moderna-mRNA-1273";3
2022-03-01;"Booster";"Pfizer-mRNA-BNT162b";6
2022-03-01;"Booster";"Moderna-mRNA-1273";26
2022-03-02;"Dose Two";"Moderna-mRNA-1273";7
2022-03-02;"Booster";"Pfizer-mRNA-BNT162b";2
2022-03-02;"Booster";"Moderna-mRNA-1273";26
2022-03-03;"Dose Two";"Moderna-mRNA-1273";10
2022-03-03;"Booster";"Pfizer-mRNA-BNT162b";2
2022-03-03;"Booster";"Moderna-mRNA-1273";33
2022-03-04;"Dose One";"Moderna-mRNA-1273";2
2022-03-04;"Dose Two";"Moderna-mRNA-1273";13
2022-03-04;"Booster";"Pfizer-mRNA-BNT162b";6
2022-03-04;"Booster";"Moderna-mRNA-1273";37
2022-03-05;"Dose One";"Moderna-mRNA-1273";1
2022-03-05;"Dose Two";"Moderna-mRNA-1273";2
2022-03-05;"Booster";"Pfizer-mRNA-BNT162b";1
2022-03-05;"Booster";"Moderna-mRNA-1273";13
2022-03-06;"Booster";"Pfizer-mRNA-BNT162b";1
2022-03-06;"Booster";"Moderna-mRNA-1273";2
2022-03-07;"Dose One";"Moderna-mRNA-1273";1
2022-03-07;"Dose Two";"Moderna-mRNA-1273";1
2022-03-07;"Booster";"Pfizer-mRNA-BNT162b";1
2022-03-07;"Booster";"Moderna-mRNA-1273";8
2022-03-08;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-03-08;"Dose Two";"Moderna-mRNA-1273";3
2022-03-08;"Booster";"Pfizer-mRNA-BNT162b";3
2022-03-08;"Booster";"Moderna-mRNA-1273";21
2022-03-09;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-03-09;"Dose One";"Moderna-mRNA-1273";1
2022-03-09;"Dose Two";"Moderna-mRNA-1273";5
2022-03-09;"Booster";"Pfizer-mRNA-BNT162b";1
2022-03-09;"Booster";"Moderna-mRNA-1273";20
2022-03-10;"Dose One";"Moderna-mRNA-1273";1
2022-03-10;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-03-10;"Dose Two";"Moderna-mRNA-1273";4
2022-03-10;"Booster";"Pfizer-mRNA-BNT162b";3
2022-03-10;"Booster";"Moderna-mRNA-1273";26
2022-03-11;"Dose One";"Moderna-mRNA-1273";2
2022-03-11;"Dose Two";"Moderna-mRNA-1273";5
2022-03-11;"Booster";"Pfizer-mRNA-BNT162b";6
2022-03-11;"Booster";"Moderna-mRNA-1273";28
2022-03-12;"Dose Two";"Moderna-mRNA-1273";1
2022-03-12;"Booster";"Moderna-mRNA-1273";5
2022-03-13;"Booster";"Moderna-mRNA-1273";2
2022-03-14;"Dose One";"Moderna-mRNA-1273";1
2022-03-14;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-03-14;"Dose Two";"Moderna-mRNA-1273";3
2022-03-14;"Booster";"Pfizer-mRNA-BNT162b";1
2022-03-14;"Booster";"Moderna-mRNA-1273";8
2022-03-15;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-03-15;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-03-15;"Dose Two";"Moderna-mRNA-1273";5
2022-03-15;"Booster";"Pfizer-mRNA-BNT162b";6
2022-03-15;"Booster";"Moderna-mRNA-1273";10
2022-03-16;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-03-16;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-03-16;"Dose Two";"Moderna-mRNA-1273";1
2022-03-16;"Booster";"Pfizer-mRNA-BNT162b";2
2022-03-16;"Booster";"Moderna-mRNA-1273";11
2022-03-17;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-03-17;"Dose One";"Moderna-mRNA-1273";1
2022-03-17;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-03-17;"Dose Two";"Moderna-mRNA-1273";3
2022-03-17;"Dose Two";"AZ-ChAdOx1";1
2022-03-17;"Booster";"Pfizer-mRNA-BNT162b";6
2022-03-17;"Booster";"Moderna-mRNA-1273";14
2022-03-18;"Dose One";"Moderna-mRNA-1273";1
2022-03-18;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-03-18;"Dose Two";"Moderna-mRNA-1273";1
2022-03-18;"Booster";"Pfizer-mRNA-BNT162b";10
2022-03-18;"Booster";"Moderna-mRNA-1273";10
2022-03-19;"Dose Two";"Moderna-mRNA-1273";1
2022-03-19;"Booster";"Pfizer-mRNA-BNT162b";4
2022-03-19;"Booster";"Moderna-mRNA-1273";6
2022-03-21;"Dose Two";"Moderna-mRNA-1273";3
2022-03-21;"Booster";"Pfizer-mRNA-BNT162b";2
2022-03-21;"Booster";"Moderna-mRNA-1273";10
2022-03-22;"Dose One";"Moderna-mRNA-1273";2
2022-03-22;"Dose Two";"Pfizer-mRNA-BNT162b";4
2022-03-22;"Dose Two";"Moderna-mRNA-1273";2
2022-03-22;"Booster";"Pfizer-mRNA-BNT162b";6
2022-03-22;"Booster";"Moderna-mRNA-1273";9
2022-03-23;"Dose Two";"Pfizer-mRNA-BNT162b";4
2022-03-23;"Dose Two";"Moderna-mRNA-1273";4
2022-03-23;"Booster";"Pfizer-mRNA-BNT162b";5
2022-03-23;"Booster";"Moderna-mRNA-1273";14
2022-03-24;"Dose Two";"Moderna-mRNA-1273";5
2022-03-24;"Booster";"Pfizer-mRNA-BNT162b";11
2022-03-24;"Booster";"Moderna-mRNA-1273";18
2022-03-25;"Dose Two";"Pfizer-mRNA-BNT162b";5
2022-03-25;"Dose Two";"Moderna-mRNA-1273";1
2022-03-25;"Booster";"Pfizer-mRNA-BNT162b";9
2022-03-25;"Booster";"Moderna-mRNA-1273";19
2022-03-26;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-03-26;"Booster";"Pfizer-mRNA-BNT162b";2
2022-03-26;"Booster";"Moderna-mRNA-1273";5
2022-03-27;"Booster";"Pfizer-mRNA-BNT162b";3
2022-03-28;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-03-28;"Dose Two";"Moderna-mRNA-1273";3
2022-03-28;"Booster";"Pfizer-mRNA-BNT162b";2
2022-03-28;"Booster";"Moderna-mRNA-1273";5
2022-03-29;"Dose One";"Moderna-mRNA-1273";2
2022-03-29;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-03-29;"Dose Two";"Moderna-mRNA-1273";5
2022-03-29;"Booster";"Pfizer-mRNA-BNT162b";7
2022-03-29;"Booster";"Moderna-mRNA-1273";8
2022-03-30;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-03-30;"Dose Two";"Moderna-mRNA-1273";2
2022-03-30;"Booster";"Pfizer-mRNA-BNT162b";9
2022-03-30;"Booster";"Moderna-mRNA-1273";7
2022-03-31;"Dose One";"Moderna-mRNA-1273";1
2022-03-31;"Dose Two";"Pfizer-mRNA-BNT162b";3
2022-03-31;"Dose Two";"Moderna-mRNA-1273";2
2022-03-31;"Booster";"Pfizer-mRNA-BNT162b";7
2022-03-31;"Booster";"Moderna-mRNA-1273";7
2022-04-01;"Dose One";"Pfizer-mRNA-BNT162b";2
2022-04-01;"Dose Two";"Moderna-mRNA-1273";3
2022-04-01;"Booster";"Pfizer-mRNA-BNT162b";5
2022-04-01;"Booster";"Moderna-mRNA-1273";5
2022-04-02;"Dose Two";"Moderna-mRNA-1273";1
2022-04-02;"Booster";"Moderna-mRNA-1273";2
2022-04-03;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-04-03;"Booster";"Pfizer-mRNA-BNT162b";1
2022-04-04;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-04-04;"Dose Two";"Moderna-mRNA-1273";1
2022-04-04;"Booster";"Pfizer-mRNA-BNT162b";4
2022-04-04;"Booster";"Moderna-mRNA-1273";4
2022-04-05;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-04-05;"Booster";"Pfizer-mRNA-BNT162b";13
2022-04-05;"Booster";"Moderna-mRNA-1273";4
2022-04-06;"Dose Two";"Pfizer-mRNA-BNT162b";4
2022-04-06;"Dose Two";"Moderna-mRNA-1273";1
2022-04-06;"Booster";"Pfizer-mRNA-BNT162b";14
2022-04-06;"Booster";"Moderna-mRNA-1273";4
2022-04-07;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-04-07;"Booster";"Pfizer-mRNA-BNT162b";12
2022-04-07;"Booster";"Moderna-mRNA-1273";6
2022-04-08;"Dose One";"Moderna-mRNA-1273";1
2022-04-08;"Dose Two";"Pfizer-mRNA-BNT162b";1
2022-04-08;"Dose Two";"Moderna-mRNA-1273";3
2022-04-08;"Booster";"Pfizer-mRNA-BNT162b";16
2022-04-08;"Booster";"Moderna-mRNA-1273";7
2022-04-09;"Dose Two";"Moderna-mRNA-1273";2
2022-04-09;"Booster";"Pfizer-mRNA-BNT162b";6
2022-04-09;"Booster";"Moderna-mRNA-1273";3
2022-04-10;"Booster";"Pfizer-mRNA-BNT162b";1
2022-04-11;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-04-11;"Dose One";"Moderna-mRNA-1273";1
2022-04-11;"Booster";"Pfizer-mRNA-BNT162b";11
2022-04-11;"Booster";"Moderna-mRNA-1273";4
2022-04-12;"Dose Two";"Pfizer-mRNA-BNT162b";3
2022-04-12;"Booster";"Pfizer-mRNA-BNT162b";5
2022-04-12;"Booster";"Moderna-mRNA-1273";4
2022-04-13;"Dose Two";"Pfizer-mRNA-BNT162b";2
2022-04-13;"Dose Two";"Moderna-mRNA-1273";2
2022-04-13;"Booster";"Pfizer-mRNA-BNT162b";7
2022-04-13;"Booster";"Moderna-mRNA-1273";1
2022-04-14;"Dose Two";"Moderna-mRNA-1273";1
2022-04-14;"Booster";"Pfizer-mRNA-BNT162b";5
2022-04-19;"Dose One";"Pfizer-mRNA-BNT162b";1
2022-04-19;"Dose Two";"Pfizer-mRNA-BNT162b";3
2022-04-19;"Booster";"Pfizer-mRNA-BNT162b";9
2022-04-19;"Booster";"Moderna-mRNA-1273";3
2022-04-20;"Dose Two";"Pfizer-mRNA-BNT162b";3
2022-04-20;"Dose Two";"Moderna-mRNA-1273";1
2022-04-20;"Booster";"Pfizer-mRNA-BNT162b";16
