"age_group";"covid_date";"n";"n_total";"cum_sum"
"50-59";2021-01-13;22;18844;0.0143281681171726
"50-59";2021-01-14;26;18844;0.015707917639567
"50-59";2021-01-15;20;18844;0.0167692634260242
"50-59";2021-01-16;5;18844;0.0170345998726385
"50-59";2021-01-17;7;18844;0.0174060708978985
"50-59";2021-01-18;27;18844;0.0188388877096158
"50-59";2021-01-19;24;18844;0.0201125026533645
"50-59";2021-01-20;18;18844;0.021067713861176
"50-59";2021-01-21;23;18844;0.0222882615156018
"50-59";2021-01-22;15;18844;0.0230842708554447
"50-59";2021-01-23;5;18844;0.023349607302059
"50-59";2021-01-24;3;18844;0.0235088091700276
"50-59";2021-01-25;28;18844;0.0249946932710677
"50-59";2021-01-26;19;18844;0.0260029717682021
"50-59";2021-01-27;25;18844;0.0273296540012736
"50-59";2021-01-28;14;18844;0.0280725960517937
"50-59";2021-01-29;9;18844;0.0285502016556994
"50-59";2021-01-30;1;18844;0.0286032689450223
"50-59";2021-01-31;6;18844;0.0289216726809595
"50-59";2021-02-01;11;18844;0.0295054128635109
"50-59";2021-02-02;6;18844;0.0298238165994481
"50-59";2021-02-03;10;18844;0.0303544894926767
"50-59";2021-02-04;12;18844;0.0309912969645511
"50-59";2021-02-05;11;18844;0.0315750371471025
"50-59";2021-02-06;7;18844;0.0319465081723626
"50-59";2021-02-07;2;18844;0.0320526427510083
"50-59";2021-02-08;13;18844;0.0327425175122055
"50-59";2021-02-09;5;18844;0.0330078539588198
"50-59";2021-02-10;6;18844;0.033326257694757
"50-59";2021-02-11;8;18844;0.0337507960093398
"50-59";2021-02-12;4;18844;0.0339630651666313
"50-59";2021-02-13;1;18844;0.0340161324559541
"50-59";2021-02-14;3;18844;0.0341753343239227
"50-59";2021-02-15;7;18844;0.0345468053491828
"50-59";2021-02-16;10;18844;0.0350774782424114
"50-59";2021-02-17;8;18844;0.0355020165569943
"50-59";2021-02-18;6;18844;0.0358204202929314
"50-59";2021-02-19;3;18844;0.0359796221609
"50-59";2021-02-20;3;18844;0.0361388240288686
"50-59";2021-02-21;1;18844;0.0361918913181915
"50-59";2021-02-22;8;18844;0.0366164296327744
"50-59";2021-02-23;1;18844;0.0366694969220972
"50-59";2021-02-24;4;18844;0.0368817660793887
"50-59";2021-02-25;5;18844;0.037147102526003
"50-59";2021-02-26;5;18844;0.0374124389726173
"50-59";2021-02-27;3;18844;0.0375716408405859
"50-59";2021-03-01;7;18844;0.0379431118658459
"50-59";2021-03-02;4;18844;0.0381553810231373
"50-59";2021-03-03;5;18844;0.0384207174697516
"50-59";2021-03-04;5;18844;0.038686053916366
"50-59";2021-03-05;8;18844;0.0391105922309488
"50-59";2021-03-06;1;18844;0.0391636595202717
"50-59";2021-03-07;3;18844;0.0393228613882403
"50-59";2021-03-08;3;18844;0.0394820632562089
"50-59";2021-03-10;9;18844;0.0399596688601146
"50-59";2021-03-11;5;18844;0.0402250053067289
"50-59";2021-03-12;5;18844;0.0404903417533432
"50-59";2021-03-13;1;18844;0.0405434090426661
"50-59";2021-03-14;2;18844;0.0406495436213118
"50-59";2021-03-15;7;18844;0.0410210146465719
"50-59";2021-03-16;3;18844;0.0411802165145404
"50-59";2021-03-17;4;18844;0.0413924856718319
"50-59";2021-03-18;5;18844;0.0416578221184462
"50-59";2021-03-19;7;18844;0.0420292931437062
"50-59";2021-03-20;3;18844;0.0421884950116748
"50-59";2021-03-21;2;18844;0.0422946295903205
"50-59";2021-03-22;7;18844;0.0426661006155806
"50-59";2021-03-23;7;18844;0.0430375716408406
"50-59";2021-03-24;6;18844;0.0433559753767778
"50-59";2021-03-25;5;18844;0.0436213118233921
"50-59";2021-03-26;10;18844;0.0441519847166207
"50-59";2021-03-27;3;18844;0.0443111865845893
"50-59";2021-03-28;3;18844;0.0444703884525578
"50-59";2021-03-29;5;18844;0.0447357248991722
"50-59";2021-03-30;7;18844;0.0451071959244322
"50-59";2021-03-31;7;18844;0.0454786669496922
"50-59";2021-04-01;8;18844;0.0459032052642751
"50-59";2021-04-03;5;18844;0.0461685417108894
"50-59";2021-04-04;6;18844;0.0464869454468266
"50-59";2021-04-05;3;18844;0.0466461473147952
"50-59";2021-04-06;9;18844;0.0471237529187009
"50-59";2021-04-07;5;18844;0.0473890893653152
"50-59";2021-04-08;11;18844;0.0479728295478667
"50-59";2021-04-09;5;18844;0.048238165994481
"50-59";2021-04-10;2;18844;0.0483443005731267
"50-59";2021-04-11;3;18844;0.0485035024410953
"50-59";2021-04-12;7;18844;0.0488749734663553
"50-59";2021-04-13;8;18844;0.0492995117809382
"50-59";2021-04-14;6;18844;0.0496179155168754
"50-59";2021-04-15;10;18844;0.050148588410104
"50-59";2021-04-16;6;18844;0.0504669921460412
"50-59";2021-04-17;2;18844;0.0505731267246869
"50-59";2021-04-18;1;18844;0.0506261940140098
"50-59";2021-04-19;13;18844;0.051316068775207
"50-59";2021-04-20;2;18844;0.0514222033538527
"50-59";2021-04-21;3;18844;0.0515814052218213
"50-59";2021-04-22;10;18844;0.0521120781150499
"50-59";2021-04-23;6;18844;0.0524304818509871
"50-59";2021-04-24;5;18844;0.0526958182976014
"50-59";2021-04-25;1;18844;0.0527488855869242
"50-59";2021-04-26;10;18844;0.0532795584801528
"50-59";2021-04-27;8;18844;0.0537040967947357
"50-59";2021-04-28;5;18844;0.05396943324135
"50-59";2021-04-29;6;18844;0.0542878369772872
"50-59";2021-04-30;4;18844;0.0545001061345786
"50-59";2021-05-01;1;18844;0.0545531734239015
"50-59";2021-05-02;2;18844;0.0546593080025472
"50-59";2021-05-03;6;18844;0.0549777117384844
"50-59";2021-05-04;9;18844;0.0554553173423901
"50-59";2021-05-05;7;18844;0.0558267883676502
"50-59";2021-05-06;1;18844;0.055879855656973
"50-59";2021-05-07;6;18844;0.0561982593929102
"50-59";2021-05-08;1;18844;0.0562513266822331
"50-59";2021-05-09;2;18844;0.0563574612608788
"50-59";2021-05-10;4;18844;0.0565697304181702
"50-59";2021-05-11;2;18844;0.056675864996816
"50-59";2021-05-12;4;18844;0.0568881341541074
"50-59";2021-05-13;3;18844;0.057047336022076
"50-59";2021-05-14;4;18844;0.0572596051793674
"50-59";2021-05-15;1;18844;0.0573126724686903
"50-59";2021-05-17;3;18844;0.0574718743366589
"50-59";2021-05-18;5;18844;0.0577372107832732
"50-59";2021-05-19;1;18844;0.0577902780725961
"50-59";2021-05-20;2;18844;0.0578964126512418
"50-59";2021-05-21;3;18844;0.0580556145192104
"50-59";2021-05-23;1;18844;0.0581086818085332
"50-59";2021-05-24;2;18844;0.0582148163871789
"50-59";2021-05-25;4;18844;0.0584270855444704
"50-59";2021-05-26;1;18844;0.0584801528337933
"50-59";2021-05-27;3;18844;0.0586393547017618
"50-59";2021-05-28;2;18844;0.0587454892804076
"50-59";2021-05-29;1;18844;0.0587985565697304
"50-59";2021-05-30;1;18844;0.0588516238590533
"50-59";2021-05-31;2;18844;0.058957758437699
"50-59";2021-06-01;5;18844;0.0592230948843133
"50-59";2021-06-02;4;18844;0.0594353640416048
"50-59";2021-06-03;6;18844;0.0597537677775419
"50-59";2021-06-04;6;18844;0.0600721715134791
"50-59";2021-06-07;11;18844;0.0606559116960306
"50-59";2021-06-08;2;18844;0.0607620462746763
"50-59";2021-06-09;5;18844;0.0610273827212906
"50-59";2021-06-10;8;18844;0.0614519210358735
"50-59";2021-06-11;4;18844;0.0616641901931649
"50-59";2021-06-12;1;18844;0.0617172574824878
"50-59";2021-06-14;4;18844;0.0619295266397792
"50-59";2021-06-15;3;18844;0.0620887285077478
"50-59";2021-06-16;6;18844;0.062407132243685
"50-59";2021-06-17;2;18844;0.0625132668223307
"50-59";2021-06-18;3;18844;0.0626724686902993
"50-59";2021-06-21;1;18844;0.0627255359796222
"50-59";2021-06-22;2;18844;0.0628316705582679
"50-59";2021-06-23;1;18844;0.0628847378475907
"50-59";2021-06-24;1;18844;0.0629378051369136
"50-59";2021-06-25;5;18844;0.0632031415835279
"50-59";2021-06-26;1;18844;0.0632562088728508
"50-59";2021-06-27;1;18844;0.0633092761621736
"50-59";2021-06-28;6;18844;0.0636276798981108
"50-59";2021-06-29;3;18844;0.0637868817660794
"50-59";2021-06-30;6;18844;0.0641052855020166
"50-59";2021-07-01;17;18844;0.0650074294205052
"50-59";2021-07-02;10;18844;0.0655381023137338
"50-59";2021-07-03;8;18844;0.0659626406283167
"50-59";2021-07-04;2;18844;0.0660687752069624
"50-59";2021-07-05;17;18844;0.0669709191254511
"50-59";2021-07-06;25;18844;0.0682976013585226
"50-59";2021-07-07;10;18844;0.0688282742517512
"50-59";2021-07-08;13;18844;0.0695181490129484
"50-59";2021-07-09;18;18844;0.0704733602207599
"50-59";2021-07-10;7;18844;0.07084483124602
"50-59";2021-07-11;7;18844;0.07121630227128
"50-59";2021-07-12;16;18844;0.0720653789004458
"50-59";2021-07-13;15;18844;0.0728613882402887
"50-59";2021-07-14;21;18844;0.0739758013160688
"50-59";2021-07-15;17;18844;0.0748779452345574
"50-59";2021-07-16;10;18844;0.075408618127786
"50-59";2021-07-17;7;18844;0.0757800891530461
"50-59";2021-07-18;6;18844;0.0760984928889832
"50-59";2021-07-19;27;18844;0.0775313097007005
"50-59";2021-07-20;21;18844;0.0786457227764806
"50-59";2021-07-21;14;18844;0.0793886648270006
"50-59";2021-07-22;15;18844;0.0801846741668436
"50-59";2021-07-23;21;18844;0.0812990872426236
"50-59";2021-07-24;11;18844;0.0818828274251751
"50-59";2021-07-25;10;18844;0.0824135003184037
"50-59";2021-07-26;19;18844;0.0834217788155381
"50-59";2021-07-27;13;18844;0.0841116535767353
"50-59";2021-07-28;14;18844;0.0848545956272554
"50-59";2021-07-29;7;18844;0.0852260666525154
"50-59";2021-07-30;14;18844;0.0859690087030354
"50-59";2021-07-31;5;18844;0.0862343451496498
"50-59";2021-08-01;2;18844;0.0863404797282955
"50-59";2021-08-02;10;18844;0.0868711526215241
"50-59";2021-08-03;13;18844;0.0875610273827213
"50-59";2021-08-04;9;18844;0.088038632986627
"50-59";2021-08-05;8;18844;0.0884631713012099
"50-59";2021-08-06;13;18844;0.0891530460624071
"50-59";2021-08-07;1;18844;0.08920611335173
"50-59";2021-08-08;1;18844;0.0892591806410529
"50-59";2021-08-09;8;18844;0.0896837189556357
"50-59";2021-08-10;8;18844;0.0901082572702186
"50-59";2021-08-11;8;18844;0.0905327955848015
"50-59";2021-08-12;5;18844;0.0907981320314158
"50-59";2021-08-13;4;18844;0.0910104011887073
"50-59";2021-08-14;2;18844;0.091116535767353
"50-59";2021-08-15;1;18844;0.0911696030566759
"50-59";2021-08-16;10;18844;0.0917002759499045
"50-59";2021-08-17;8;18844;0.0921248142644874
"50-59";2021-08-18;5;18844;0.0923901507111017
"50-59";2021-08-19;6;18844;0.0927085544470388
"50-59";2021-08-20;3;18844;0.0928677563150074
"50-59";2021-08-22;3;18844;0.093026958182976
"50-59";2021-08-23;10;18844;0.0935576310762046
"50-59";2021-08-24;3;18844;0.0937168329441732
"50-59";2021-08-25;3;18844;0.0938760348121418
"50-59";2021-08-26;2;18844;0.0939821693907875
"50-59";2021-08-27;5;18844;0.0942475058374018
"50-59";2021-08-28;1;18844;0.0943005731267247
"50-59";2021-08-29;1;18844;0.0943536404160475
"50-59";2021-08-30;4;18844;0.094565909573339
"50-59";2021-08-31;1;18844;0.0946189768626619
"50-59";2021-09-01;7;18844;0.0949904478879219
"50-59";2021-09-02;2;18844;0.0950965824665676
"50-59";2021-09-03;6;18844;0.0954149862025048
"50-59";2021-09-05;1;18844;0.0954680534918276
"50-59";2021-09-06;3;18844;0.0956272553597962
"50-59";2021-09-07;5;18844;0.0958925918064105
"50-59";2021-09-08;6;18844;0.0962109955423477
"50-59";2021-09-09;3;18844;0.0963701974103163
"50-59";2021-09-12;2;18844;0.096476331988962
"50-59";2021-09-13;11;18844;0.0970600721715135
"50-59";2021-09-14;3;18844;0.0972192740394821
"50-59";2021-09-15;7;18844;0.0975907450647421
"50-59";2021-09-16;4;18844;0.0978030142220335
"50-59";2021-09-17;2;18844;0.0979091488006793
"50-59";2021-09-19;1;18844;0.0979622160900021
"50-59";2021-09-20;4;18844;0.0981744852472936
"50-59";2021-09-21;3;18844;0.0983336871152622
"50-59";2021-09-22;7;18844;0.0987051581405222
"50-59";2021-09-24;2;18844;0.0988112927191679
"50-59";2021-09-25;1;18844;0.0988643600084908
"50-59";2021-09-27;2;18844;0.0989704945871365
"50-59";2021-09-28;1;18844;0.0990235618764593
"50-59";2021-09-29;2;18844;0.0991296964551051
"50-59";2021-09-30;4;18844;0.0993419656123965
"50-59";2021-10-01;6;18844;0.0996603693483337
"50-59";2021-10-03;1;18844;0.0997134366376566
"50-59";2021-10-04;10;18844;0.100244109530885
"50-59";2021-10-05;7;18844;0.100615580556145
"50-59";2021-10-06;10;18844;0.101146253449374
"50-59";2021-10-07;6;18844;0.101464657185311
"50-59";2021-10-08;2;18844;0.101570791763957
"50-59";2021-10-10;1;18844;0.10162385905328
"50-59";2021-10-11;1;18844;0.101676926342602
"50-59";2021-10-12;3;18844;0.101836128210571
"50-59";2021-10-13;2;18844;0.101942262789217
"50-59";2021-10-14;7;18844;0.102313733814477
"50-59";2021-10-15;1;18844;0.1023668011038
"50-59";2021-10-16;1;18844;0.102419868393122
"50-59";2021-10-19;2;18844;0.102526002971768
"50-59";2021-10-20;4;18844;0.10273827212906
"50-59";2021-10-21;3;18844;0.102897473997028
"50-59";2021-10-22;2;18844;0.103003608575674
"50-59";2021-10-25;1;18844;0.103056675864997
"50-59";2021-10-26;2;18844;0.103162810443643
"50-59";2021-10-27;4;18844;0.103375079600934
"50-59";2021-10-28;3;18844;0.103534281468903
"50-59";2021-10-29;2;18844;0.103640416047548
"50-59";2021-10-30;1;18844;0.103693483336871
"50-59";2021-11-02;7;18844;0.104064954362131
"50-59";2021-11-03;2;18844;0.104171088940777
"50-59";2021-11-04;5;18844;0.104436425387391
"50-59";2021-11-05;4;18844;0.104648694544683
"50-59";2021-11-08;4;18844;0.104860963701974
"50-59";2021-11-09;4;18844;0.105073232859266
"50-59";2021-11-10;6;18844;0.105391636595203
"50-59";2021-11-11;8;18844;0.105816174909786
"50-59";2021-11-12;2;18844;0.105922309488431
"50-59";2021-11-15;6;18844;0.106240713224368
"50-59";2021-11-16;6;18844;0.106559116960306
"50-59";2021-11-17;3;18844;0.106718318828274
"50-59";2021-11-18;8;18844;0.107142857142857
"50-59";2021-11-19;3;18844;0.107302059010826
"50-59";2021-11-20;3;18844;0.107461260878794
"50-59";2021-11-22;5;18844;0.107726597325409
"50-59";2021-11-23;5;18844;0.107991933772023
"50-59";2021-11-24;5;18844;0.108257270218637
"50-59";2021-11-25;8;18844;0.10868180853322
"50-59";2021-11-26;5;18844;0.108947144979834
"50-59";2021-11-27;2;18844;0.10905327955848
"50-59";2021-11-28;2;18844;0.109159414137126
"50-59";2021-11-29;8;18844;0.109583952451709
"50-59";2021-11-30;8;18844;0.110008490766292
"50-59";2021-12-01;10;18844;0.11053916365952
"50-59";2021-12-02;16;18844;0.111388240288686
"50-59";2021-12-03;14;18844;0.112131182339206
"50-59";2021-12-04;6;18844;0.112449586075143
"50-59";2021-12-05;4;18844;0.112661855232435
"50-59";2021-12-06;6;18844;0.112980258968372
"50-59";2021-12-07;15;18844;0.113776268308215
"50-59";2021-12-08;10;18844;0.114306941201443
"50-59";2021-12-09;26;18844;0.115686690723838
"50-59";2021-12-10;16;18844;0.116535767353004
"50-59";2021-12-11;5;18844;0.116801103799618
"50-59";2021-12-12;6;18844;0.117119507535555
"50-59";2021-12-13;28;18844;0.118605391636595
"50-59";2021-12-14;30;18844;0.120197410316281
"50-59";2021-12-15;20;18844;0.121258756102738
"50-59";2021-12-16;16;18844;0.122107832731904
"50-59";2021-12-17;28;18844;0.123593716832944
"50-59";2021-12-18;12;18844;0.124230524304819
"50-59";2021-12-19;13;18844;0.124920399066016
"50-59";2021-12-20;40;18844;0.12704309063893
"50-59";2021-12-21;34;18844;0.128847378475907
"50-59";2021-12-22;36;18844;0.13075780089153
"50-59";2021-12-23;42;18844;0.132986627043091
"50-59";2021-12-24;54;18844;0.135852260666525
"50-59";2021-12-25;32;18844;0.137550413924857
"50-59";2021-12-26;25;18844;0.138877096157928
"50-59";2021-12-27;103;18844;0.144343026958183
"50-59";2021-12-28;106;18844;0.149968159626406
"50-59";2021-12-29;93;18844;0.154903417533432
"50-59";2021-12-30;74;18844;0.158830396943324
"50-59";2021-12-31;67;18844;0.162385905327956
"50-59";2022-01-01;35;18844;0.164243260454256
"50-59";2022-01-02;35;18844;0.166100615580556
"50-59";2022-01-03;108;18844;0.171831882827425
"50-59";2022-01-04;95;18844;0.176873275313097
"50-59";2022-01-05;86;18844;0.181437062194863
"50-59";2022-01-06;50;18844;0.184090426661006
"50-59";2022-01-07;79;18844;0.188282742517512
"50-59";2022-01-08;51;18844;0.190989174272978
"50-59";2022-01-09;72;18844;0.194810019104224
"50-59";2022-01-10;123;18844;0.201337295690936
"50-59";2022-01-11;97;18844;0.206484822755254
"50-59";2022-01-12;90;18844;0.211260878794311
"50-59";2022-01-13;60;18844;0.214444916153683
"50-59";2022-01-14;85;18844;0.218955635746126
"50-59";2022-01-15;48;18844;0.221502865633623
"50-59";2022-01-16;34;18844;0.223307153470601
"50-59";2022-01-17;79;18844;0.227499469327107
"50-59";2022-01-18;77;18844;0.231585650604967
"50-59";2022-01-19;71;18844;0.23535342814689
"50-59";2022-01-20;62;18844;0.238643600084908
"50-59";2022-01-21;47;18844;0.241137762683082
"50-59";2022-01-22;29;18844;0.242676714073445
"50-59";2022-01-23;31;18844;0.244321800042454
"50-59";2022-01-24;68;18844;0.247930375716408
"50-59";2022-01-25;58;18844;0.251008278497134
"50-59";2022-01-26;61;18844;0.254245383145829
"50-59";2022-01-27;38;18844;0.256261940140098
"50-59";2022-01-28;37;18844;0.258225429845044
"50-59";2022-01-29;26;18844;0.259605179367438
"50-59";2022-01-30;22;18844;0.260772659732541
"50-59";2022-01-31;65;18844;0.264222033538527
"50-59";2022-02-01;31;18844;0.265867119507536
"50-59";2022-02-02;37;18844;0.267830609212481
"50-59";2022-02-03;28;18844;0.269316493313522
"50-59";2022-02-04;31;18844;0.27096157928253
"50-59";2022-02-05;10;18844;0.271492252175759
"50-59";2022-02-06;14;18844;0.272235194226279
"50-59";2022-02-07;37;18844;0.274198683931225
"50-59";2022-02-08;22;18844;0.275366164296328
"50-59";2022-02-09;17;18844;0.276268308214816
"50-59";2022-02-10;15;18844;0.277064317554659
"50-59";2022-02-11;15;18844;0.277860326894502
"50-59";2022-02-12;8;18844;0.278284865209085
"50-59";2022-02-13;5;18844;0.278550201655699
"50-59";2022-02-14;15;18844;0.279346210995542
"50-59";2022-02-15;9;18844;0.279823816599448
"50-59";2022-02-16;15;18844;0.280619825939291
"50-59";2022-02-17;9;18844;0.281097431543197
"50-59";2022-02-18;6;18844;0.281415835279134
"50-59";2022-02-19;9;18844;0.28189344088304
"50-59";2022-02-20;9;18844;0.282371046486945
"50-59";2022-02-21;18;18844;0.283326257694757
"50-59";2022-02-22;10;18844;0.283856930587986
"50-59";2022-02-23;15;18844;0.284652939927828
"50-59";2022-02-24;10;18844;0.285183612821057
"50-59";2022-02-25;10;18844;0.285714285714286
"50-59";2022-02-26;5;18844;0.2859796221609
"50-59";2022-02-27;8;18844;0.286404160475483
"50-59";2022-02-28;13;18844;0.28709403523668
"50-59";2022-03-01;7;18844;0.28746550626194
"50-59";2022-03-02;4;18844;0.287677775419232
"50-59";2022-03-03;17;18844;0.28857991933772
"50-59";2022-03-04;8;18844;0.289004457652303
"50-59";2022-03-06;5;18844;0.289269794098917
"50-59";2022-03-07;10;18844;0.289800466992146
"50-59";2022-03-08;8;18844;0.290225005306729
"50-59";2022-03-09;12;18844;0.290861812778603
"50-59";2022-03-10;10;18844;0.291392485671832
"50-59";2022-03-11;10;18844;0.291923158565061
"50-59";2022-03-12;4;18844;0.292135427722352
"50-59";2022-03-13;2;18844;0.292241562300998
"50-59";2022-03-14;15;18844;0.293037571640841
"50-59";2022-03-15;13;18844;0.293727446402038
"50-59";2022-03-16;11;18844;0.294311186584589
"50-59";2022-03-17;3;18844;0.294470388452558
"50-59";2022-03-18;3;18844;0.294629590320526
"50-59";2022-03-19;4;18844;0.294841859477818
"50-59";2022-03-20;5;18844;0.295107195924432
"50-59";2022-03-21;9;18844;0.295584801528338
"50-59";2022-03-22;3;18844;0.295744003396307
"50-59";2022-03-23;7;18844;0.296115474421567
"50-59";2022-03-24;12;18844;0.296752281893441
"50-59";2022-03-25;7;18844;0.297123752918701
"50-59";2022-03-26;5;18844;0.297389089365315
"50-59";2022-03-27;5;18844;0.29765442581193
"50-59";2022-03-28;6;18844;0.297972829547867
"50-59";2022-03-29;6;18844;0.298291233283804
"50-59";2022-03-30;8;18844;0.298715771598387
"50-59";2022-03-31;5;18844;0.298981108045001
"50-59";2022-04-01;10;18844;0.29951178093823
"50-59";2022-04-02;2;18844;0.299617915516875
"50-59";2022-04-03;3;18844;0.299777117384844
"50-59";2022-04-04;9;18844;0.30025472298875
"50-59";2022-04-05;7;18844;0.30062619401401
"50-59";2022-04-06;8;18844;0.301050732328593
"50-59";2022-04-07;5;18844;0.301316068775207
"50-59";2022-04-08;11;18844;0.301899808957758
"50-59";2022-04-10;3;18844;0.302059010825727
"50-59";2022-04-11;8;18844;0.30248354914031
"50-59";2022-04-12;9;18844;0.302961154744216
"50-59";2022-04-13;9;18844;0.303438760348121
"50-59";2022-04-14;5;18844;0.303704096794736
"50-59";2022-04-15;2;18844;0.303810231373381
"50-59";2022-04-16;5;18844;0.304075567819996
"50-59";2022-04-17;3;18844;0.304234769687964
"50-59";2022-04-18;2;18844;0.30434090426661
"50-59";2022-04-19;16;18844;0.305189980895776
"50-59";2022-04-20;22;18844;0.306357461260879
"50-59";2022-04-21;9;18844;0.306835066864785
"50-59";2022-04-22;10;18844;0.307365739758013
"50-59";2022-04-23;3;18844;0.307524941625982
"50-59";2022-04-24;2;18844;0.307631076204627
"50-59";2022-04-25;8;18844;0.30805561451921
"50-59";2022-04-26;10;18844;0.308586287412439
"50-59";2022-04-27;17;18844;0.309488431330928
"50-59";2022-04-28;15;18844;0.310284440670771
"50-59";2022-04-29;18;18844;0.311239651878582
"50-59";2022-04-30;4;18844;0.311451921035873
"50-59";2022-05-01;4;18844;0.311664190193165
"50-59";2022-05-02;26;18844;0.313043939715559
"50-59";2022-05-03;24;18844;0.314317554659308
"50-59";2022-05-04;20;18844;0.315378900445765
"50-59";2022-05-05;22;18844;0.316546380810868
"50-59";2022-05-06;20;18844;0.317607726597325
"50-59";2022-05-07;7;18844;0.317979197622585
"50-59";2022-05-08;5;18844;0.3182445340692
"50-59";2022-05-09;25;18844;0.319571216302271
"50-59";2022-05-10;20;18844;0.320632562088729
"50-59";2022-05-11;22;18844;0.321800042453831
"50-59";2022-05-12;27;18844;0.323232859265549
"50-59";2022-05-13;18;18844;0.32418807047336
"50-59";2022-05-14;3;18844;0.324347272341329
"50-59";2022-05-15;2;18844;0.324453406919975
"50-59";2022-05-16;24;18844;0.325727021863723
"50-59";2022-05-17;23;18844;0.326947569518149
"50-59";2022-05-18;24;18844;0.328221184461898
"50-59";2022-05-19;13;18844;0.328911059223095
"50-59";2022-05-20;12;18844;0.329547866694969
"50-59";2022-05-21;8;18844;0.329972405009552
"50-59";2022-05-22;1;18844;0.330025472298875
"50-59";2022-05-23;24;18844;0.331299087242624
"50-59";2022-05-24;19;18844;0.332307365739758
"50-59";2022-05-25;18;18844;0.333262576947569
"50-59";2022-05-26;20;18844;0.334323922734027
"50-59";2022-05-27;17;18844;0.335226066652515
"50-59";2022-05-28;4;18844;0.335438335809807
"50-59";2022-05-29;1;18844;0.33549140309913
"50-59";2022-05-30;20;18844;0.336552748885587
"50-59";2022-05-31;17;18844;0.337454892804076
"50-59";2022-06-01;15;18844;0.338250902143919
"50-59";2022-06-02;18;18844;0.33920611335173
"50-59";2022-06-03;17;18844;0.340108257270219
"50-59";2022-06-04;2;18844;0.340214391848864
"50-59";2022-06-05;1;18844;0.340267459138187
"50-59";2022-06-06;10;18844;0.340798132031416
"50-59";2022-06-07;25;18844;0.342124814264487
"50-59";2022-06-08;20;18844;0.343186160050945
"50-59";2022-06-09;19;18844;0.344194438548079
"50-59";2022-06-10;26;18844;0.345574188070473
"50-59";2022-06-11;7;18844;0.345945659095733
"50-59";2022-06-12;4;18844;0.346157928253025
"50-59";2022-06-13;38;18844;0.348174485247294
"50-59";2022-06-14;25;18844;0.349501167480365
"50-59";2022-06-15;20;18844;0.350562513266822
"50-59";2022-06-16;19;18844;0.351570791763957
"50-59";2022-06-17;19;18844;0.352579070261091
"50-59";2022-06-18;10;18844;0.35310974315432
"50-59";2022-06-19;11;18844;0.353693483336871
"50-59";2022-06-20;30;18844;0.355285502016557
"50-59";2022-06-21;34;18844;0.357089789853534
"50-59";2022-06-22;19;18844;0.358098068350669
"50-59";2022-06-23;20;18844;0.359159414137126
"50-59";2022-06-24;6;18844;0.359477817873063
"50-59";2022-06-25;11;18844;0.360061558055615
"50-59";2022-06-26;10;18844;0.360592230948843
"50-59";2022-06-27;53;18844;0.363404797282955
"50-59";2022-06-28;39;18844;0.365474421566546
"50-59";2022-06-29;23;18844;0.366694969220972
"50-59";2022-06-30;35;18844;0.368552324347272
"50-59";NA;106119;18844;6
"60-69";2020-12-27;9;26953;0.000333914592067673
"60-69";2020-12-28;24;26953;0.00122435350424814
"60-69";2020-12-29;22;26953;0.00204058917374689
"60-69";2020-12-30;26;26953;0.00300523132860906
"60-69";2020-12-31;25;26953;0.00393277186213037
"60-69";2021-01-01;7;26953;0.00419248321151634
"60-69";2021-01-02;6;26953;0.00441509293956146
"60-69";2021-01-03;6;26953;0.00463770266760657
"60-69";2021-01-04;23;26953;0.00549103995844618
"60-69";2021-01-05;21;26953;0.00627017400660409
"60-69";2021-01-06;7;26953;0.00652988535599006
"60-69";2021-01-07;25;26953;0.00745742588951137
"60-69";2021-01-08;23;26953;0.00831076318035098
"60-69";2021-01-09;4;26953;0.00845916966571439
"60-69";2021-01-10;5;26953;0.00864467777241865
"60-69";2021-01-11;30;26953;0.00975772641264423
"60-69";2021-01-12;26;26953;0.0107223685675064
"60-69";2021-01-13;15;26953;0.0112788928876192
"60-69";2021-01-14;28;26953;0.0123177382851631
"60-69";2021-01-15;22;26953;0.0131339739546618
"60-69";2021-01-16;8;26953;0.0134307869253886
"60-69";2021-01-17;5;26953;0.0136162950320929
"60-69";2021-01-18;24;26953;0.0145067339442734
"60-69";2021-01-19;23;26953;0.015360071235113
"60-69";2021-01-20;22;26953;0.0161763069046117
"60-69";2021-01-21;16;26953;0.0167699328460654
"60-69";2021-01-22;15;26953;0.0173264571661782
"60-69";2021-01-23;6;26953;0.0175490668942233
"60-69";2021-01-24;6;26953;0.0177716766222684
"60-69";2021-01-25;24;26953;0.0186621155344489
"60-69";2021-01-26;16;26953;0.0192557414759025
"60-69";2021-01-27;19;26953;0.0199606722813787
"60-69";2021-01-28;20;26953;0.0207027047081957
"60-69";2021-01-29;15;26953;0.0212592290283085
"60-69";2021-01-30;8;26953;0.0215560419990354
"60-69";2021-01-31;3;26953;0.0216673468630579
"60-69";2021-02-01;13;26953;0.022149667940489
"60-69";2021-02-02;22;26953;0.0229659036099878
"60-69";2021-02-03;17;26953;0.0235966311727823
"60-69";2021-02-04;13;26953;0.0240789522502133
"60-69";2021-02-05;14;26953;0.0245983749489853
"60-69";2021-02-06;4;26953;0.0247467814343487
"60-69";2021-02-07;12;26953;0.0251920008904389
"60-69";2021-02-08;11;26953;0.0256001187251883
"60-69";2021-02-09;11;26953;0.0260082365599377
