"vac_exposure_date";"vac_concept_id";"n"
2022-03-04;"Moderna-mRNA-1273";52
2022-03-05;"Pfizer-mRNA-BNT162b";1
2022-03-05;"Moderna-mRNA-1273";16
2022-03-06;"Pfizer-mRNA-BNT162b";1
2022-03-06;"Moderna-mRNA-1273";2
2022-03-07;"Pfizer-mRNA-BNT162b";1
2022-03-07;"Moderna-mRNA-1273";10
2022-03-08;"Pfizer-mRNA-BNT162b";5
2022-03-08;"Moderna-mRNA-1273";24
2022-03-09;"Pfizer-mRNA-BNT162b";2
2022-03-09;"Moderna-mRNA-1273";26
2022-03-10;"Pfizer-mRNA-BNT162b";4
2022-03-10;"Moderna-mRNA-1273";31
2022-03-11;"Pfizer-mRNA-BNT162b";6
2022-03-11;"Moderna-mRNA-1273";35
2022-03-12;"Moderna-mRNA-1273";6
2022-03-13;"Moderna-mRNA-1273";2
2022-03-14;"Pfizer-mRNA-BNT162b";2
2022-03-14;"Moderna-mRNA-1273";12
2022-03-15;"Pfizer-mRNA-BNT162b";8
2022-03-15;"Moderna-mRNA-1273";15
2022-03-16;"Pfizer-mRNA-BNT162b";4
2022-03-16;"Moderna-mRNA-1273";12
2022-03-17;"Pfizer-mRNA-BNT162b";9
2022-03-17;"Moderna-mRNA-1273";18
2022-03-17;"AZ-ChAdOx1";1
2022-03-18;"Pfizer-mRNA-BNT162b";11
2022-03-18;"Moderna-mRNA-1273";12
2022-03-19;"Pfizer-mRNA-BNT162b";4
2022-03-19;"Moderna-mRNA-1273";7
2022-03-21;"Pfizer-mRNA-BNT162b";2
2022-03-21;"Moderna-mRNA-1273";13
2022-03-22;"Pfizer-mRNA-BNT162b";10
2022-03-22;"Moderna-mRNA-1273";13
2022-03-23;"Pfizer-mRNA-BNT162b";9
2022-03-23;"Moderna-mRNA-1273";18
2022-03-24;"Pfizer-mRNA-BNT162b";11
2022-03-24;"Moderna-mRNA-1273";23
2022-03-25;"Pfizer-mRNA-BNT162b";14
2022-03-25;"Moderna-mRNA-1273";20
2022-03-26;"Pfizer-mRNA-BNT162b";3
2022-03-26;"Moderna-mRNA-1273";5
2022-03-27;"Pfizer-mRNA-BNT162b";3
2022-03-28;"Pfizer-mRNA-BNT162b";3
2022-03-28;"Moderna-mRNA-1273";8
2022-03-29;"Pfizer-mRNA-BNT162b";9
2022-03-29;"Moderna-mRNA-1273";15
2022-03-30;"Pfizer-mRNA-BNT162b";10
2022-03-30;"Moderna-mRNA-1273";9
2022-03-31;"Pfizer-mRNA-BNT162b";10
2022-03-31;"Moderna-mRNA-1273";10
2022-04-01;"Pfizer-mRNA-BNT162b";7
2022-04-01;"Moderna-mRNA-1273";8
2022-04-02;"Moderna-mRNA-1273";3
2022-04-03;"Pfizer-mRNA-BNT162b";2
2022-04-04;"Pfizer-mRNA-BNT162b";6
2022-04-04;"Moderna-mRNA-1273";5
2022-04-05;"Pfizer-mRNA-BNT162b";14
2022-04-05;"Moderna-mRNA-1273";4
2022-04-06;"Pfizer-mRNA-BNT162b";18
2022-04-06;"Moderna-mRNA-1273";5
2022-04-07;"Pfizer-mRNA-BNT162b";13
2022-04-07;"Moderna-mRNA-1273";6
2022-04-08;"Pfizer-mRNA-BNT162b";17
2022-04-08;"Moderna-mRNA-1273";11
2022-04-09;"Pfizer-mRNA-BNT162b";6
2022-04-09;"Moderna-mRNA-1273";5
2022-04-10;"Pfizer-mRNA-BNT162b";1
2022-04-11;"Pfizer-mRNA-BNT162b";12
2022-04-11;"Moderna-mRNA-1273";5
2022-04-12;"Pfizer-mRNA-BNT162b";8
2022-04-12;"Moderna-mRNA-1273";4
2022-04-13;"Pfizer-mRNA-BNT162b";9
2022-04-13;"Moderna-mRNA-1273";3
2022-04-14;"Pfizer-mRNA-BNT162b";5
2022-04-14;"Moderna-mRNA-1273";1
2022-04-19;"Pfizer-mRNA-BNT162b";13
2022-04-19;"Moderna-mRNA-1273";3
2022-04-20;"Pfizer-mRNA-BNT162b";19
2022-04-20;"Moderna-mRNA-1273";2
2022-04-21;"Pfizer-mRNA-BNT162b";13
2022-04-21;"Moderna-mRNA-1273";4
2022-04-22;"Pfizer-mRNA-BNT162b";17
2022-04-22;"Moderna-mRNA-1273";3
2022-04-23;"Pfizer-mRNA-BNT162b";3
2022-04-24;"Pfizer-mRNA-BNT162b";2
2022-04-25;"Pfizer-mRNA-BNT162b";12
2022-04-25;"Moderna-mRNA-1273";1
2022-04-26;"Pfizer-mRNA-BNT162b";18
2022-04-26;"Moderna-mRNA-1273";4
2022-04-27;"Pfizer-mRNA-BNT162b";8
2022-04-27;"Moderna-mRNA-1273";2
2022-04-28;"Pfizer-mRNA-BNT162b";13
2022-04-28;"Moderna-mRNA-1273";9
2022-04-29;"Pfizer-mRNA-BNT162b";23
2022-04-29;"Moderna-mRNA-1273";3
2022-04-30;"Pfizer-mRNA-BNT162b";2
2022-05-01;"Pfizer-mRNA-BNT162b";1
2022-05-02;"Pfizer-mRNA-BNT162b";11
2022-05-03;"Pfizer-mRNA-BNT162b";9
2022-05-03;"Moderna-mRNA-1273";4
2022-05-04;"Pfizer-mRNA-BNT162b";11
2022-05-05;"Pfizer-mRNA-BNT162b";12
2022-05-05;"Moderna-mRNA-1273";2
2022-05-06;"Pfizer-mRNA-BNT162b";30
2022-05-06;"Moderna-mRNA-1273";1
2022-05-07;"Pfizer-mRNA-BNT162b";4
2022-05-08;"Pfizer-mRNA-BNT162b";2
2022-05-09;"Pfizer-mRNA-BNT162b";8
2022-05-10;"Pfizer-mRNA-BNT162b";20
2022-05-10;"Moderna-mRNA-1273";1
2022-05-11;"Pfizer-mRNA-BNT162b";12
2022-05-12;"Pfizer-mRNA-BNT162b";15
2022-05-12;"Moderna-mRNA-1273";1
2022-05-13;"Pfizer-mRNA-BNT162b";33
2022-05-13;"Moderna-mRNA-1273";1
2022-05-14;"Pfizer-mRNA-BNT162b";7
2022-05-15;"Pfizer-mRNA-BNT162b";2
2022-05-16;"Pfizer-mRNA-BNT162b";16
2022-05-17;"Pfizer-mRNA-BNT162b";13
2022-05-17;"Moderna-mRNA-1273";3
2022-05-18;"Pfizer-mRNA-BNT162b";13
2022-05-18;"Moderna-mRNA-1273";1
2022-05-19;"Pfizer-mRNA-BNT162b";22
2022-05-19;"Moderna-mRNA-1273";2
2022-05-20;"Pfizer-mRNA-BNT162b";22
2022-05-20;"Moderna-mRNA-1273";1
2022-05-21;"Pfizer-mRNA-BNT162b";6
2022-05-22;"Pfizer-mRNA-BNT162b";4
2022-05-23;"Pfizer-mRNA-BNT162b";8
2022-05-24;"Pfizer-mRNA-BNT162b";20
2022-05-25;"Pfizer-mRNA-BNT162b";17
2022-05-26;"Pfizer-mRNA-BNT162b";23
2022-05-26;"Moderna-mRNA-1273";2
2022-05-27;"Pfizer-mRNA-BNT162b";14
2022-05-28;"Pfizer-mRNA-BNT162b";6
2022-05-29;"Pfizer-mRNA-BNT162b";1
2022-05-30;"Pfizer-mRNA-BNT162b";7
2022-05-31;"Pfizer-mRNA-BNT162b";12
2022-06-01;"Pfizer-mRNA-BNT162b";13
2022-06-02;"Pfizer-mRNA-BNT162b";20
2022-06-02;"Moderna-mRNA-1273";1
2022-06-03;"Pfizer-mRNA-BNT162b";25
2022-06-04;"Pfizer-mRNA-BNT162b";3
2022-06-05;"Pfizer-mRNA-BNT162b";2
2022-06-07;"Pfizer-mRNA-BNT162b";13
2022-06-08;"Pfizer-mRNA-BNT162b";15
2022-06-09;"Pfizer-mRNA-BNT162b";18
2022-06-10;"Pfizer-mRNA-BNT162b";21
2022-06-11;"Pfizer-mRNA-BNT162b";4
2022-06-12;"Pfizer-mRNA-BNT162b";1
2022-06-13;"Pfizer-mRNA-BNT162b";6
2022-06-13;"Moderna-mRNA-1273";3
2022-06-14;"Pfizer-mRNA-BNT162b";16
2022-06-14;"Moderna-mRNA-1273";1
2022-06-15;"Pfizer-mRNA-BNT162b";22
2022-06-15;"Moderna-mRNA-1273";1
2022-06-16;"Pfizer-mRNA-BNT162b";18
2022-06-17;"Pfizer-mRNA-BNT162b";22
2022-06-18;"Pfizer-mRNA-BNT162b";6
2022-06-19;"Pfizer-mRNA-BNT162b";1
2022-06-20;"Pfizer-mRNA-BNT162b";8
2022-06-21;"Pfizer-mRNA-BNT162b";24
2022-06-22;"Pfizer-mRNA-BNT162b";13
2022-06-23;"Pfizer-mRNA-BNT162b";10
2022-06-24;"Pfizer-mRNA-BNT162b";1
2022-06-25;"Pfizer-mRNA-BNT162b";8
2022-06-26;"Pfizer-mRNA-BNT162b";3
2022-06-27;"Pfizer-mRNA-BNT162b";12
2022-06-28;"Pfizer-mRNA-BNT162b";19
2022-06-29;"Pfizer-mRNA-BNT162b";24
2022-06-30;"Pfizer-mRNA-BNT162b";32
