"contrast";"term";"estimate";"SE";"df";"asymp.LCL";"asymp.UCL";"trt";"ctrl";"crtl.n_events";"crtl.n_obs";"crtl.exp_time";"trt.n_events";"trt.n_obs";"trt.exp_time";"model_AIC";"model_BIC";"model_size";"model_p_value";"model_interaction_var"
"(V3 60+) - (no-vax)";"4-5yr";" -0.28372129";"   0.2521066";"Inf";"   -0.8785482";" 3.111057e-01";"V3 60+";"no-vax";" 69";"10277";" 408755";"23";" 2057";" 228919";"10118.671";"10148.215";"167481";"2.192945e-01";"cancer_diagnosis_time_bin_3"
"(V3 0-14D) - (no-vax)";"0";" -1.59073014";"   0.3415701";"Inf";"   -2.3966397";"-7.848206e-01";"V3 0-14D";"no-vax";"269";"47868";"1933842";"10";"48315";" 508611";"10075.502";"10105.047";"167481";"9.722445e-01";"CCI_Metastatic_Solid_Tumor"
"(V3 14-60D) - (no-vax)";"0";" -1.49991309";"   0.1922207";"Inf";"   -1.9534437";"-1.046382e+00";"V3 14-60D";"no-vax";"269";"47868";"1933842";"33";"25487";" 692585";"10075.502";"10105.047";"167481";"9.722445e-01";"CCI_Metastatic_Solid_Tumor"
"(V3 60+) - (no-vax)";"0";" -0.60156498";"   0.1550286";"Inf";"   -0.9673436";"-2.357863e-01";"V3 60+";"no-vax";"269";"47868";"1933842";"68";"10406";"1135247";"10075.502";"10105.047";"167481";"9.722445e-01";"CCI_Metastatic_Solid_Tumor"
"(V3 0-14D) - (no-vax)";"1";" -1.90997089";"   0.7242506";"Inf";"   -3.6187869";"-2.011549e-01";"V3 0-14D";"no-vax";" 91";" 6399";" 297020";" 2";" 5952";"  64224";"10075.502";"10105.047";"167481";"9.722445e-01";"CCI_Metastatic_Solid_Tumor"
"(V3 14-60D) - (no-vax)";"1";" -1.46528720";"   0.3373116";"Inf";"   -2.2611492";"-6.694252e-01";"V3 14-60D";"no-vax";" 91";" 6399";" 297020";"10";" 3382";"  93786";"10075.502";"10105.047";"167481";"9.722445e-01";"CCI_Metastatic_Solid_Tumor"
"(V3 60+) - (no-vax)";"1";" -0.54830502";"   0.2578540";"Inf";"   -1.1566927";" 6.008264e-02";"V3 60+";"no-vax";" 91";" 6399";" 297020";"20";" 1383";" 146179";"10075.502";"10105.047";"167481";"9.722445e-01";"CCI_Metastatic_Solid_Tumor"
"(V3 0-14D) - (no-vax)";"Delta VOC";" -1.66186267";"   0.3149705";"Inf";"   -2.4050124";"-9.187129e-01";"V3 0-14D";"no-vax";"301";"54267";"1604860";"12";"54267";" 572835";"10113.195";"10130.078";"167481";"2.599277e-02";"covid_voc"
"(V3 14-60D) - (no-vax)";"Delta VOC";" -1.51126296";"   0.1700806";"Inf";"   -1.9125556";"-1.109970e+00";"V3 14-60D";"no-vax";"301";"54267";"1604860";"43";"28869";" 786371";"10113.195";"10130.078";"167481";"2.599277e-02";"covid_voc"
"(V3 60+) - (no-vax)";"Delta VOC";" -0.98827458";"   0.2255683";"Inf";"   -1.5204864";"-4.560627e-01";"V3 60+";"no-vax";"301";"54267";"1604860";"29";"11789";" 394854";"10113.195";"10130.078";"167481";"2.599277e-02";"covid_voc"
